ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),°­¼ö·®(mm),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),ÇöÁö±â¾Ð(hPa),ÀÏÁ¶(hr),ÀÏ»ç(MJ/m2),Àû¼³(cm),Àü¿î·®(10ºÐÀ§)
266,±¤¾ç½Ã,2021-01-05 07:00,2.3,,.9,250,77,1015.3,,,,0
266,±¤¾ç½Ã,2021-01-05 08:00,3.3,,3.1,270,70,1016.6,0,.01,,1
266,±¤¾ç½Ã,2021-01-05 09:00,2.9,,3.4,270,56,1017.6,.1,.26,,3
266,±¤¾ç½Ã,2021-01-05 10:00,4.3,,3.3,270,44,1017.8,1,.9,,2
266,±¤¾ç½Ã,2021-01-05 11:00,3.7,,3.8,270,44,1017.9,.8,1.03,,6
266,±¤¾ç½Ã,2021-01-05 12:00,4.3,,4.2,270,36,1017.2,.7,1.35,,6
266,±¤¾ç½Ã,2021-01-05 13:00,4.2,,3.7,290,28,1015,0,.72,,10
266,±¤¾ç½Ã,2021-01-05 14:00,4,,3.9,290,19,1014.1,0,.76,,10
266,±¤¾ç½Ã,2021-01-05 15:00,3.4,,2.4,290,25,1014.5,0,.66,,9
266,±¤¾ç½Ã,2021-01-05 16:00,2.3,,1.6,320,25,1014.2,0,.33,,10
266,±¤¾ç½Ã,2021-01-05 17:00,1.3,,3.5,290,29,1014.4,0,.17,,10
266,±¤¾ç½Ã,2021-01-05 18:00,.6,,4.5,290,33,1015.1,0,.01,,10
266,±¤¾ç½Ã,2021-01-05 19:00,-.1,,4.5,290,39,1015.6,,,,10
266,±¤¾ç½Ã,2021-01-05 20:00,-.9,,4.5,290,39,1015.7,,,,10
266,±¤¾ç½Ã,2021-01-05 21:00,-1.3,,4.2,290,39,1016,,,,8
266,±¤¾ç½Ã,2021-01-05 22:00,-1.9,,3.9,290,42,1016,,,,7
266,±¤¾ç½Ã,2021-01-05 23:00,-2.9,,4.3,290,46,1016.5,,,,0
266,±¤¾ç½Ã,2021-01-06 00:00,-3.4,,5.6,290,46,1016.5,,,,2
266,±¤¾ç½Ã,2021-01-06 01:00,-3.9,,5.7,290,44,1016,,,,0
266,±¤¾ç½Ã,2021-01-06 02:00,-4.2,,4.4,290,46,1016.7,,,,7
266,±¤¾ç½Ã,2021-01-06 03:00,-3.9,,4.4,290,46,1016.6,,,,0
266,±¤¾ç½Ã,2021-01-06 04:00,-4,,2.7,270,47,1015.5,,,,0
266,±¤¾ç½Ã,2021-01-06 05:00,-5,,2.4,270,54,1015.8,,,,0
266,±¤¾ç½Ã,2021-01-06 06:00,-5.6,,2.1,270,57,1015.8,,,,0
266,±¤¾ç½Ã,2021-01-06 07:00,-6.1,,1.5,290,60,1015.5,,,,0
266,±¤¾ç½Ã,2021-01-06 08:00,-5.7,,.3,0,58,1015.7,0,.01,,0
266,±¤¾ç½Ã,2021-01-06 09:00,-3.8,,1.1,250,52,1016,.5,.18,,0
266,±¤¾ç½Ã,2021-01-06 10:00,-2.3,,.6,250,47,1015.7,1,.82,,6
266,±¤¾ç½Ã,2021-01-06 11:00,0,,1.7,270,42,1014.3,1,1.56,,5
266,±¤¾ç½Ã,2021-01-06 12:00,.8,,3.8,270,39,1013.6,1,1.83,,6
266,±¤¾ç½Ã,2021-01-06 13:00,1,,4.2,290,38,1011.8,1,2.05,,3
266,±¤¾ç½Ã,2021-01-06 14:00,1.8,,3.8,270,36,1011.2,1,1.98,,0
266,±¤¾ç½Ã,2021-01-06 15:00,1.9,,3.7,270,36,1010.7,1,1.54,,6
266,±¤¾ç½Ã,2021-01-06 16:00,1.2,,2.6,270,39,1010.9,1,.8,,6
266,±¤¾ç½Ã,2021-01-06 17:00,0,,2.8,270,43,1011.6,.7,.31,,3
266,±¤¾ç½Ã,2021-01-06 18:00,-.5,,1.8,270,49,1011.2,0,.03,,6
266,±¤¾ç½Ã,2021-01-06 19:00,-.9,,1.5,270,52,1010.9,,,,6
266,±¤¾ç½Ã,2021-01-06 20:00,-1.4,,2.7,270,56,1011.2,,,,8
266,±¤¾ç½Ã,2021-01-06 21:00,-1.8,,2,270,61,1011,,,,5
266,±¤¾ç½Ã,2021-01-06 22:00,-1.5,,1.6,250,64,1009.9,,,,9
266,±¤¾ç½Ã,2021-01-06 23:00,-1.7,,2.4,250,73,1009.3,,,,9
266,±¤¾ç½Ã,2021-01-07 00:00,-2.2,0,2.2,270,87,1008.6,,,.8,10
266,±¤¾ç½Ã,2021-01-07 01:00,-2,,5.3,270,88,1008.5,,,1.2,10
266,±¤¾ç½Ã,2021-01-07 02:00,-2.6,,5.9,270,82,1008.9,,,2.3,10
266,±¤¾ç½Ã,2021-01-07 03:00,-3.4,.4,7,270,55,1008.8,,,2.3,6
266,±¤¾ç½Ã,2021-01-07 04:00,-4.1,,5,270,72,1008.8,,,2,10
266,±¤¾ç½Ã,2021-01-07 05:00,-5.2,,3.8,290,78,1009.6,,,2.8,9
266,±¤¾ç½Ã,2021-01-07 06:00,-6.2,.3,4.7,290,72,1010.6,,,2.6,10
266,±¤¾ç½Ã,2021-01-07 07:00,-6.7,,4.5,290,69,1011.7,,,2.5,10
266,±¤¾ç½Ã,2021-01-07 08:00,-7,,3,270,59,1012.4,0,.01,2.4,9
266,±¤¾ç½Ã,2021-01-07 09:00,-7.5,0,3.2,290,64,1014.2,0,.18,2.3,10
266,±¤¾ç½Ã,2021-01-07 10:00,-6.8,,1.8,320,48,1015,.9,1.03,2.1,6
266,±¤¾ç½Ã,2021-01-07 11:00,-6.1,,2,270,45,1015,1,1.6,1.9,6
266,±¤¾ç½Ã,2021-01-07 12:00,-6.5,,4.4,270,43,1014,1,2.07,1.2,3
266,±¤¾ç½Ã,2021-01-07 13:00,-5.7,,2.6,290,43,1012.9,1,2.16,.5,4
266,±¤¾ç½Ã,2021-01-07 14:00,-5.7,,3.6,360,38,1012.7,1,1.92,.1,2
266,±¤¾ç½Ã,2021-01-07 15:00,-4.9,,3.1,290,39,1012.7,1,1.6,,6
266,±¤¾ç½Ã,2021-01-07 16:00,-6,,4.6,290,34,1013.1,1,1.23,,0
266,±¤¾ç½Ã,2021-01-07 17:00,-7.2,,4.6,290,35,1013.5,1,.56,,0
266,±¤¾ç½Ã,2021-01-07 18:00,-8.2,,2.4,290,39,1014.2,.4,.05,,0
266,±¤¾ç½Ã,2021-01-07 19:00,-9,,1.3,270,41,1014.7,,,,0
266,±¤¾ç½Ã,2021-01-07 20:00,-9.7,,1.3,270,44,1014.7,,,,0
266,±¤¾ç½Ã,2021-01-07 21:00,-10.2,,1.3,270,44,1014.4,,,,0
266,±¤¾ç½Ã,2021-01-07 22:00,-10.6,,1.1,270,46,1014.2,,,,0
266,±¤¾ç½Ã,2021-01-07 23:00,-10.1,,2.3,290,44,1013.9,,,,0
266,±¤¾ç½Ã,2021-01-08 00:00,-10.8,,1.4,290,47,1013.8,,,,0
266,±¤¾ç½Ã,2021-01-08 01:00,-11.1,,1,290,47,1014,,,,0
266,±¤¾ç½Ã,2021-01-08 02:00,-10.9,,.8,320,49,1013.6,,,,0
266,±¤¾ç½Ã,2021-01-08 03:00,-11.4,,.2,0,51,1013.2,,,,0
266,±¤¾ç½Ã,2021-01-08 04:00,-11.3,,.1,0,53,1012.8,,,,0
266,±¤¾ç½Ã,2021-01-08 05:00,-7.5,,2,270,45,1011.8,,,,0
266,±¤¾ç½Ã,2021-01-08 06:00,-7.8,,2,270,45,1012.1,,,,0
266,±¤¾ç½Ã,2021-01-08 07:00,-7.9,,1.7,270,45,1012.1,,,,0
266,±¤¾ç½Ã,2021-01-08 08:00,-8,,1.5,270,45,1012.2,,,,0
266,±¤¾ç½Ã,2021-01-08 09:00,-8,,1.6,270,45,1012.3,,,,0
266,±¤¾ç½Ã,2021-01-08 10:00,-8.2,,1.7,270,45,1012.3,,,,0
266,±¤¾ç½Ã,2021-01-08 11:00,-8,,2.6,270,43,1012.2,,,,0
266,±¤¾ç½Ã,2021-01-08 12:00,-8.4,,1.8,270,44,1012.2,,,,1
266,±¤¾ç½Ã,2021-01-08 13:00,-8.6,,.9,270,44,1012.1,,,,1
266,±¤¾ç½Ã,2021-01-08 14:00,-8.7,,1,230,44,1012.3,,,,6
266,±¤¾ç½Ã,2021-01-08 15:00,-8.7,,.2,0,43,1012.3,,,,5
266,±¤¾ç½Ã,2021-01-08 16:00,-3.9,,2.4,270,41,1010.2,,,,1
266,±¤¾ç½Ã,2021-01-08 17:00,-5,,2.4,270,43,1010.4,.8,.34,,0
266,±¤¾ç½Ã,2021-01-08 18:00,-6.6,,3.3,290,45,1011.2,.2,.04,,0
266,±¤¾ç½Ã,2021-01-08 19:00,-7.3,,1.9,290,44,1011.7,,,,1
266,±¤¾ç½Ã,2021-01-08 20:00,-8.1,,1.4,270,45,1012.2,,,,0
266,±¤¾ç½Ã,2021-01-08 21:00,-8.6,,1.8,270,44,1012.2,,,,0
266,±¤¾ç½Ã,2021-01-08 22:00,-8.8,,2,270,44,1012.4,,,,0
266,±¤¾ç½Ã,2021-01-08 23:00,-9.4,,.7,230,48,1012.6,,,,0
266,±¤¾ç½Ã,2021-01-09 00:00,-9.4,,1.4,250,49,1012.6,,,,0
266,±¤¾ç½Ã,2021-01-09 01:00,-9,,1.4,290,49,1012.4,,,,0
266,±¤¾ç½Ã,2021-01-09 02:00,-9.8,,.9,230,53,1012.6,,,,0
266,±¤¾ç½Ã,2021-01-09 03:00,-10.5,,.7,290,57,1012.6,,,,0
266,±¤¾ç½Ã,2021-01-09 04:00,-10.4,,2.3,290,55,1012.7,,,,0
266,±¤¾ç½Ã,2021-01-09 05:00,-10.3,,2.4,290,56,1012,,,,0
266,±¤¾ç½Ã,2021-01-09 06:00,-10.3,,.9,290,58,1012.1,,,,6
266,±¤¾ç½Ã,2021-01-09 07:00,-10.2,,.3,0,60,1012.3,,,,0
266,±¤¾ç½Ã,2021-01-09 08:00,-9.9,,.4,0,60,1012.6,0,.01,,0
266,±¤¾ç½Ã,2021-01-09 09:00,-7.5,,1.7,290,51,1013.4,.7,.23,,0
266,±¤¾ç½Ã,2021-01-09 10:00,-5.4,,1.7,270,44,1013.6,1,1.05,,1
266,±¤¾ç½Ã,2021-01-09 11:00,-3.4,,1,140,41,1013.3,1,1.61,,0
266,±¤¾ç½Ã,2021-01-09 12:00,-1.7,,4.3,270,33,1011.8,1,2,,0
266,±¤¾ç½Ã,2021-01-09 13:00,-.6,,3,290,32,1011,1,2.17,,1
266,±¤¾ç½Ã,2021-01-09 14:00,-.2,,3.2,270,34,1010.3,1,2.06,,1
266,±¤¾ç½Ã,2021-01-09 15:00,-.1,,3.1,270,34,1009.9,1,1.73,,0
266,±¤¾ç½Ã,2021-01-09 16:00,-.3,,2.4,270,36,1009.8,1,1.13,,3
266,±¤¾ç½Ã,2021-01-09 17:00,-2,,1.1,270,43,1010.6,.7,.33,,3
266,±¤¾ç½Ã,2021-01-09 18:00,-3.2,,1.7,290,48,1011.5,.1,.03,,0
266,±¤¾ç½Ã,2021-01-09 19:00,-3.8,,2.8,270,45,1012.2,,,,0
266,±¤¾ç½Ã,2021-01-09 20:00,-4.8,,3.2,270,47,1013,,,,0
266,±¤¾ç½Ã,2021-01-09 21:00,-5.6,,1.8,270,47,1014.1,,,,0
266,±¤¾ç½Ã,2021-01-09 22:00,-5.4,,1,270,48,1014,,,,0
266,±¤¾ç½Ã,2021-01-09 23:00,-6.2,,2.3,270,53,1014.3,,,,0
266,±¤¾ç½Ã,2021-01-10 00:00,-6.3,,3.4,270,55,1014.6,,,,0
266,±¤¾ç½Ã,2021-01-10 01:00,-7.1,,1.8,270,61,1014.6,,,,0
266,±¤¾ç½Ã,2021-01-10 02:00,-7.1,,1.9,270,63,1015.4,,,,0
266,±¤¾ç½Ã,2021-01-10 03:00,-7.5,,1.8,270,66,1015.6,,,,0
266,±¤¾ç½Ã,2021-01-10 04:00,-7.9,,1.5,290,68,1015.5,,,,0
266,±¤¾ç½Ã,2021-01-10 05:00,-7.7,,.5,290,66,1015.4,,,,0
266,±¤¾ç½Ã,2021-01-10 06:00,-7.8,,.4,0,68,1015.5,,,,0
266,±¤¾ç½Ã,2021-01-10 07:00,-7.3,,.5,340,68,1015.7,,,,0
266,±¤¾ç½Ã,2021-01-10 08:00,-7.1,,.3,0,68,1016.8,0,.01,,0
266,±¤¾ç½Ã,2021-01-10 09:00,-5,,.3,0,63,1017.1,.6,.23,,5
266,±¤¾ç½Ã,2021-01-10 10:00,-3.5,,1,250,57,1017.3,1,.95,,2
266,±¤¾ç½Ã,2021-01-10 11:00,-1.4,,1.1,140,51,1017,1,1.59,,1
266,±¤¾ç½Ã,2021-01-10 12:00,1.9,,1,290,45,1015.7,1,1.95,,2
266,±¤¾ç½Ã,2021-01-10 13:00,2.7,,2.9,270,43,1014.8,1,2.12,,2
266,±¤¾ç½Ã,2021-01-10 14:00,3.4,,3,270,41,1014.2,1,2.07,,4
266,±¤¾ç½Ã,2021-01-10 15:00,3.1,,4.6,270,42,1014.3,1,1.8,,7
266,±¤¾ç½Ã,2021-01-10 16:00,2.2,,2.2,290,46,1014.8,.9,1.15,,7
266,±¤¾ç½Ã,2021-01-10 17:00,.6,,2.5,270,55,1015.3,0,.34,,9
266,±¤¾ç½Ã,2021-01-10 18:00,-.8,,1.5,290,64,1015.7,0,.03,,7
266,±¤¾ç½Ã,2021-01-10 19:00,-.9,,.3,0,64,1016.4,,,,2
266,±¤¾ç½Ã,2021-01-10 20:00,-1.7,,.4,0,67,1016.7,,,,0
266,±¤¾ç½Ã,2021-01-10 21:00,-3.1,,1.3,290,73,1017.6,,,,0
266,±¤¾ç½Ã,2021-01-10 22:00,-1.8,,.5,320,65,1017.2,,,,1
266,±¤¾ç½Ã,2021-01-10 23:00,-2.1,,.6,20,67,1017,,,,7
266,±¤¾ç½Ã,2021-01-11 00:00,-2.6,,.8,320,70,1016.9,,,,9
266,±¤¾ç½Ã,2021-01-11 01:00,-1.9,,.8,290,66,1016.5,,,,10
266,±¤¾ç½Ã,2021-01-11 02:00,-2.4,,.6,270,69,1017.2,,,,10
266,±¤¾ç½Ã,2021-01-11 03:00,-2.4,,.9,340,69,1017.4,,,,10
266,±¤¾ç½Ã,2021-01-11 04:00,-2.5,,1.1,320,70,1017.9,,,,9
266,±¤¾ç½Ã,2021-01-11 05:00,-2.2,,.7,290,70,1017.4,,,,10
266,±¤¾ç½Ã,2021-01-11 06:00,-2.2,,.9,360,72,1016.9,,,,10
266,±¤¾ç½Ã,2021-01-11 07:00,-2.6,,.1,0,71,1016.6,,,,10
266,±¤¾ç½Ã,2021-01-11 08:00,-2.7,,0,0,69,1016.4,0,0,,10
266,±¤¾ç½Ã,2021-01-11 09:00,-1.9,,.3,0,67,1016.8,0,.18,,9
266,±¤¾ç½Ã,2021-01-11 10:00,-1.1,,.9,270,59,1017.9,0,.34,,10
266,±¤¾ç½Ã,2021-01-11 11:00,0,,.4,0,54,1017.5,0,.65,,10
266,±¤¾ç½Ã,2021-01-11 12:00,1.5,,1.1,50,51,1015.4,.1,1.11,,8
266,±¤¾ç½Ã,2021-01-11 13:00,1.9,,.8,140,50,1014.2,.5,1.29,,9
266,±¤¾ç½Ã,2021-01-11 14:00,2.7,,1.2,250,49,1012.9,0,.94,,9
266,±¤¾ç½Ã,2021-01-11 15:00,2.1,,1.2,200,54,1012.3,0,.69,,10
266,±¤¾ç½Ã,2021-01-11 16:00,2.3,,.9,250,54,1012.1,0,.36,,10
266,±¤¾ç½Ã,2021-01-11 17:00,1.8,,2,270,56,1011.9,0,.22,,10
266,±¤¾ç½Ã,2021-01-11 18:00,1,,2.4,270,58,1011.9,0,.02,,10
266,±¤¾ç½Ã,2021-01-11 19:00,.6,,.1,0,57,1012.1,,,,9
266,±¤¾ç½Ã,2021-01-11 20:00,.3,,.9,250,58,1012,,,,9
266,±¤¾ç½Ã,2021-01-11 21:00,.3,,.1,0,54,1011.7,,,,9
266,±¤¾ç½Ã,2021-01-11 22:00,-.3,,1.4,290,57,1011.9,,,,4
266,±¤¾ç½Ã,2021-01-11 23:00,-.4,,1.6,290,56,1011.3,,,,8
266,±¤¾ç½Ã,2021-01-12 00:00,-1.1,,.8,320,59,1010.6,,,,4
266,±¤¾ç½Ã,2021-01-12 01:00,-1.6,,1,320,60,1010.1,,,,0
266,±¤¾ç½Ã,2021-01-12 02:00,-1.8,,.5,320,62,1010,,,,0
266,±¤¾ç½Ã,2021-01-12 03:00,-1.8,,.6,230,61,1009.8,,,,0
266,±¤¾ç½Ã,2021-01-12 04:00,-2.1,,0,0,64,1009.8,,,,1
266,±¤¾ç½Ã,2021-01-12 05:00,-2.6,,1.4,290,68,1009.4,,,,5
266,±¤¾ç½Ã,2021-01-12 06:00,-2.8,,.9,320,71,1009.3,,,,3
266,±¤¾ç½Ã,2021-01-12 07:00,-3,,1.5,290,75,1009.3,,,,4
266,±¤¾ç½Ã,2021-01-12 08:00,-3.2,,1.2,290,77,1009.4,0,.01,,1
266,±¤¾ç½Ã,2021-01-12 09:00,-1.4,,.5,320,71,1009.9,.7,.23,,1
266,±¤¾ç½Ã,2021-01-12 10:00,1.2,,1.7,290,64,1010.2,1,1.01,,5
266,±¤¾ç½Ã,2021-01-12 11:00,2.2,,2.4,270,59,1009.8,1,1.56,,6
