ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),°­¼ö·®(mm),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),ÇöÁö±â¾Ð(hPa),ÀÏÁ¶(hr),ÀÏ»ç(MJ/m2),Àû¼³(cm),Àü¿î·®(10ºÐÀ§)
266,±¤¾ç½Ã,2022-06-05 09:00,16.6,3.2,3.6,70,91,994.9,0,.08,,10
266,±¤¾ç½Ã,2022-06-05 10:00,17.3,2,4.1,70,94,994.6,0,.48,,10
266,±¤¾ç½Ã,2022-06-05 11:00,17.3,.2,3.7,70,92,994.5,0,.61,,10
266,±¤¾ç½Ã,2022-06-05 12:00,17.5,.6,2.8,70,94,993.6,0,.48,,10
266,±¤¾ç½Ã,2022-06-05 13:00,17.5,.7,3.2,50,96,992.8,0,.4,,10
266,±¤¾ç½Ã,2022-06-05 14:00,17.4,1.9,2.4,110,96,991.8,0,.52,,10
266,±¤¾ç½Ã,2022-06-05 15:00,16.9,2.1,4,70,96,991.2,0,.27,,10
266,±¤¾ç½Ã,2022-06-05 16:00,16.5,2.2,3.6,90,98,990.9,0,.17,,10
266,±¤¾ç½Ã,2022-06-05 17:00,16.6,3.7,3.2,50,98,990.4,0,.09,,10
266,±¤¾ç½Ã,2022-06-05 18:00,16.3,5,5,70,97,990,0,.09,,10
266,±¤¾ç½Ã,2022-06-05 19:00,16.7,6.1,4.1,70,96,989.6,0,.05,,10
266,±¤¾ç½Ã,2022-06-05 20:00,16.8,1.5,4.3,70,96,989.6,0,0,,10
266,±¤¾ç½Ã,2022-06-05 21:00,16.8,2.4,3.9,70,96,989.4,,,,10
266,±¤¾ç½Ã,2022-06-05 22:00,17,1.8,3.6,70,95,987.9,,,,8
266,±¤¾ç½Ã,2022-06-05 23:00,17.2,,3.6,70,93,987.9,,,,9
266,±¤¾ç½Ã,2022-06-06 00:00,17.6,,2.2,50,89,988.5,,,,9
266,±¤¾ç½Ã,2022-06-06 01:00,17.8,,1.3,320,86,988.6,,,,8
266,±¤¾ç½Ã,2022-06-06 02:00,17.7,,2.4,50,88,988.9,,,,0
266,±¤¾ç½Ã,2022-06-06 03:00,17.6,,1,70,88,988.2,,,,0
266,±¤¾ç½Ã,2022-06-06 04:00,17.3,,1.1,270,89,987.9,,,,1
266,±¤¾ç½Ã,2022-06-06 05:00,16.3,,.9,70,94,987.9,,,,2
266,±¤¾ç½Ã,2022-06-06 06:00,16.2,,.4,0,96,988.3,.5,.1,,6
266,±¤¾ç½Ã,2022-06-06 07:00,17.7,,.6,140,90,988.6,.3,.4,,6
266,±¤¾ç½Ã,2022-06-06 08:00,19.3,,1.2,270,82,988.6,.4,.83,,7
266,±¤¾ç½Ã,2022-06-06 09:00,20.8,,.6,340,80,988.7,0,1.09,,9
266,±¤¾ç½Ã,2022-06-06 10:00,22.2,,1.7,230,70,989.1,0,.76,,10
266,±¤¾ç½Ã,2022-06-06 11:00,22.2,,1.7,230,70,989.1,0,1.17,,10
266,±¤¾ç½Ã,2022-06-06 12:00,22.5,,1.9,250,73,989.1,0,1.33,,9
266,±¤¾ç½Ã,2022-06-06 13:00,24,,2.1,290,65,988.7,.4,2.35,,9
266,±¤¾ç½Ã,2022-06-06 14:00,25.2,,3.4,270,57,988.6,.9,3.45,,5
266,±¤¾ç½Ã,2022-06-06 15:00,26,,2.8,270,56,988.8,1,3.31,,3
266,±¤¾ç½Ã,2022-06-06 16:00,25.5,,3.8,270,56,989,1,2.7,,2
266,±¤¾ç½Ã,2022-06-06 17:00,25.8,,2.5,320,56,989.2,1,2.01,,4
266,±¤¾ç½Ã,2022-06-06 18:00,25.1,,2,290,60,989.7,1,1.28,,5
266,±¤¾ç½Ã,2022-06-06 19:00,22.9,,3.1,90,66,990.7,.3,.34,,2
266,±¤¾ç½Ã,2022-06-06 20:00,20.4,,4.1,70,79,992,0,.04,,7
266,±¤¾ç½Ã,2022-06-06 21:00,19.6,,1.9,70,85,993.6,,,,6
266,±¤¾ç½Ã,2022-06-06 22:00,19.8,,1.7,90,81,994.4,,,,10
266,±¤¾ç½Ã,2022-06-06 23:00,19.2,0,2,90,87,994.7,,,,6
266,±¤¾ç½Ã,2022-06-07 00:00,18.4,,1.4,70,84,995.1,,,,9
266,±¤¾ç½Ã,2022-06-07 01:00,18.3,,1.4,70,85,995.5,,,,9
266,±¤¾ç½Ã,2022-06-07 02:00,18.1,,1.9,50,81,995.1,,,,9
266,±¤¾ç½Ã,2022-06-07 03:00,17.9,,1.2,90,82,995.3,,,,8
266,±¤¾ç½Ã,2022-06-07 04:00,17.7,,1.1,70,80,995.6,,,,9
266,±¤¾ç½Ã,2022-06-07 05:00,17.2,,.8,90,82,995.9,,,,9
266,±¤¾ç½Ã,2022-06-07 06:00,17.1,,2.2,90,82,996.4,0,.02,,9
266,±¤¾ç½Ã,2022-06-07 07:00,17.4,,.9,70,80,997.1,0,.17,,7
266,±¤¾ç½Ã,2022-06-07 08:00,18.7,,1.9,70,73,997.4,.1,.68,,8
266,±¤¾ç½Ã,2022-06-07 09:00,18.7,,3.2,90,73,997.6,.2,.94,,9
266,±¤¾ç½Ã,2022-06-07 10:00,18.5,,2.3,70,74,998,0,.23,,10
266,±¤¾ç½Ã,2022-06-07 11:00,18.6,,2.1,90,72,998,0,.32,,10
266,±¤¾ç½Ã,2022-06-07 12:00,20.9,,2.6,70,59,997.9,.1,1.82,,9
266,±¤¾ç½Ã,2022-06-07 13:00,21.4,,2,110,60,997.8,0,1.4,,10
266,±¤¾ç½Ã,2022-06-07 14:00,21.6,,2.3,70,61,997.6,0,1.66,,9
266,±¤¾ç½Ã,2022-06-07 15:00,20.6,,1.2,90,63,997.6,0,.85,,9
266,±¤¾ç½Ã,2022-06-07 16:00,20.2,,1.8,140,66,997.8,0,.35,,10
266,±¤¾ç½Ã,2022-06-07 17:00,19.5,,1.9,90,70,997.9,0,.19,,10
266,±¤¾ç½Ã,2022-06-07 18:00,18.9,,1.9,90,72,998.1,0,.05,,10
266,±¤¾ç½Ã,2022-06-07 19:00,18.5,,2.6,90,77,998.3,0,.02,,7
266,±¤¾ç½Ã,2022-06-07 20:00,18.2,,3.1,90,77,998.7,0,.01,,2
266,±¤¾ç½Ã,2022-06-07 21:00,18,,2.9,90,77,999.4,,,,5
266,±¤¾ç½Ã,2022-06-07 22:00,17.3,,3.2,70,84,1000.1,,,,2
266,±¤¾ç½Ã,2022-06-07 23:00,16,.5,2.2,70,94,1000.5,,,,0
266,±¤¾ç½Ã,2022-06-08 00:00,15.7,0,3,50,93,1000.7,,,,0
266,±¤¾ç½Ã,2022-06-08 01:00,15.6,.1,.7,50,93,1000.6,,,,1
266,±¤¾ç½Ã,2022-06-08 02:00,15.5,,2.3,70,93,1000.4,,,,0
266,±¤¾ç½Ã,2022-06-08 03:00,15.5,,.6,70,92,1000.6,,,,3
266,±¤¾ç½Ã,2022-06-08 04:00,15.4,,3,70,91,1000.6,,,,0
266,±¤¾ç½Ã,2022-06-08 05:00,15.4,,2.6,90,91,1000.9,,,,3
266,±¤¾ç½Ã,2022-06-08 06:00,15.7,,2.3,90,87,1001.7,0,.04,,6
266,±¤¾ç½Ã,2022-06-08 07:00,15.8,,1.6,90,89,1002.5,0,.13,,6
266,±¤¾ç½Ã,2022-06-08 08:00,16.4,,3,90,84,1002.7,0,.24,,9
266,±¤¾ç½Ã,2022-06-08 09:00,16.9,,2.2,50,81,1003.1,0,.54,,10
266,±¤¾ç½Ã,2022-06-08 10:00,17.9,,2.2,50,80,1002.9,0,.83,,9
266,±¤¾ç½Ã,2022-06-08 11:00,18.6,,2.1,70,77,1002.7,0,1.14,,10
266,±¤¾ç½Ã,2022-06-08 12:00,21,,2.9,90,66,1002.2,.1,2.03,,9
266,±¤¾ç½Ã,2022-06-08 13:00,21.9,,1.9,90,65,1001.9,.3,2.57,,8
266,±¤¾ç½Ã,2022-06-08 14:00,21,,2.1,90,66,1001.7,0,1.58,,9
266,±¤¾ç½Ã,2022-06-08 15:00,20.5,,1.2,110,68,1001.6,0,.59,,9
266,±¤¾ç½Ã,2022-06-08 16:00,21.8,,1.5,160,65,1001.2,.3,1.53,,9
266,±¤¾ç½Ã,2022-06-08 17:00,21.3,,2,140,65,1001.4,.5,1.29,,6
266,±¤¾ç½Ã,2022-06-08 18:00,21.1,,2,90,65,1001.7,.6,.92,,8
266,±¤¾ç½Ã,2022-06-08 19:00,20,,1.9,90,71,1001.8,.1,.35,,6
266,±¤¾ç½Ã,2022-06-08 20:00,18.8,,1.6,200,76,1002.6,0,.04,,9
266,±¤¾ç½Ã,2022-06-08 21:00,18,,1.5,230,81,1003.2,,,,6
266,±¤¾ç½Ã,2022-06-08 22:00,17,,.8,290,87,1004,,,,7
266,±¤¾ç½Ã,2022-06-08 23:00,16.4,,1,90,91,1003.5,,,,2
266,±¤¾ç½Ã,2022-06-09 00:00,16.5,,.4,0,90,1003.8,,,,0
266,±¤¾ç½Ã,2022-06-09 01:00,16.5,,.5,50,89,1003.5,,,,7
266,±¤¾ç½Ã,2022-06-09 02:00,16.9,,2.1,70,87,1003.2,,,,8
266,±¤¾ç½Ã,2022-06-09 03:00,16.1,,1.8,70,90,1002.9,,,,8
266,±¤¾ç½Ã,2022-06-09 04:00,16.5,,1.3,70,90,1003.6,,,,8
266,±¤¾ç½Ã,2022-06-09 05:00,16.4,,2.4,90,90,1003,,,,9
266,±¤¾ç½Ã,2022-06-09 06:00,16.5,,1.9,70,88,1003.7,0,.04,,7
266,±¤¾ç½Ã,2022-06-09 07:00,17,,2.8,70,83,1004.1,.3,.36,,0
266,±¤¾ç½Ã,2022-06-09 08:00,17.9,,2.9,70,80,1004.5,.1,.84,,8
266,±¤¾ç½Ã,2022-06-09 09:00,19.9,,2.7,90,70,1004.8,.8,1.89,,3
266,±¤¾ç½Ã,2022-06-09 10:00,21.5,,1.9,70,69,1004.5,1,2.51,,0
266,±¤¾ç½Ã,2022-06-09 11:00,23.5,,2.1,90,61,1004.6,1,3.09,,1
266,±¤¾ç½Ã,2022-06-09 12:00,23.9,,2.4,70,57,1004.2,1,3.29,,6
266,±¤¾ç½Ã,2022-06-09 13:00,24.7,,2,110,50,1004,1,3.31,,6
266,±¤¾ç½Ã,2022-06-09 14:00,25.4,,1.6,110,49,1003.4,.9,3,,7
266,±¤¾ç½Ã,2022-06-09 15:00,25.3,,1.8,230,47,1002.9,.5,2.33,,7
266,±¤¾ç½Ã,2022-06-09 16:00,25.1,,1.5,160,53,1002.3,1,2.13,,6
266,±¤¾ç½Ã,2022-06-09 17:00,24.8,,1.5,160,54,1002.5,1,1.57,,7
266,±¤¾ç½Ã,2022-06-09 18:00,23.3,,2.3,250,57,1002.6,.7,.84,,7
266,±¤¾ç½Ã,2022-06-09 19:00,22,,1.9,230,58,1003,0,.31,,7
266,±¤¾ç½Ã,2022-06-09 20:00,20.5,,1.7,250,62,1003.4,0,.05,,8
266,±¤¾ç½Ã,2022-06-09 21:00,19.2,,.9,270,71,1004.2,,,,5
266,±¤¾ç½Ã,2022-06-09 22:00,18.4,,.4,0,76,1004.6,,,,5
266,±¤¾ç½Ã,2022-06-09 23:00,17.9,,.7,250,80,1004.6,,,,3
266,±¤¾ç½Ã,2022-06-10 00:00,17.2,,.4,0,84,1004.2,,,,0
266,±¤¾ç½Ã,2022-06-10 01:00,16.7,,.7,340,87,1004.2,,,,6
266,±¤¾ç½Ã,2022-06-10 02:00,16.4,,.7,290,88,1004.3,,,,6
266,±¤¾ç½Ã,2022-06-10 03:00,16,,.7,290,90,1004.1,,,,3
266,±¤¾ç½Ã,2022-06-10 04:00,15.7,,1.2,290,91,1004,,,,5
266,±¤¾ç½Ã,2022-06-10 05:00,15.4,,.7,290,93,1004.1,,,,5
266,±¤¾ç½Ã,2022-06-10 06:00,15.3,,.4,0,92,1004.6,0,.06,,3
266,±¤¾ç½Ã,2022-06-10 07:00,17.6,,.8,200,84,1004.5,1,.53,,5
266,±¤¾ç½Ã,2022-06-10 08:00,20.1,,1.6,90,74,1004.5,1,1.09,,5
266,±¤¾ç½Ã,2022-06-10 09:00,22,,2.4,90,63,1004.7,1,1.85,,6
266,±¤¾ç½Ã,2022-06-10 10:00,24.2,,2.2,90,46,1004.2,1,2.47,,5
266,±¤¾ç½Ã,2022-06-10 11:00,24.9,,1.8,70,54,1003.8,1,2.98,,5
266,±¤¾ç½Ã,2022-06-10 12:00,25.5,,2.6,160,49,1004.5,1,2.71,,8
266,±¤¾ç½Ã,2022-06-10 13:00,25.5,,2,180,55,1004.2,.1,2.08,,10
266,±¤¾ç½Ã,2022-06-10 14:00,25.7,,1.6,180,53,1004.3,0,2.01,,9
266,±¤¾ç½Ã,2022-06-10 15:00,25.4,,1.7,200,54,1004.2,0,1.7,,10
266,±¤¾ç½Ã,2022-06-10 16:00,24.9,,1.7,180,57,1003.9,0,1.28,,10
266,±¤¾ç½Ã,2022-06-10 17:00,23.8,,1.2,180,58,1003.5,0,.68,,10
266,±¤¾ç½Ã,2022-06-10 18:00,23.1,,2,250,61,1003.4,.1,.48,,10
266,±¤¾ç½Ã,2022-06-10 19:00,22.5,,1.1,270,60,1003.7,0,.34,,10
266,±¤¾ç½Ã,2022-06-10 20:00,21.4,,1.8,320,72,1004.1,0,.03,,10
266,±¤¾ç½Ã,2022-06-10 21:00,20.7,,1.2,290,72,1004.1,,,,10
266,±¤¾ç½Ã,2022-06-10 22:00,20.3,,.7,290,75,1004.2,,,,10
266,±¤¾ç½Ã,2022-06-10 23:00,19.9,,.6,360,76,1004,,,,10
266,±¤¾ç½Ã,2022-06-11 00:00,19.4,,.5,270,77,1003.2,,,,8
266,±¤¾ç½Ã,2022-06-11 01:00,18.5,,.6,270,82,1002.6,,,,4
266,±¤¾ç½Ã,2022-06-11 02:00,18.1,,.8,290,83,1002.7,,,,6
266,±¤¾ç½Ã,2022-06-11 03:00,18.2,,0,0,86,1002.5,,,,9
266,±¤¾ç½Ã,2022-06-11 04:00,18.3,,.1,0,85,1002.5,,,,10
266,±¤¾ç½Ã,2022-06-11 05:00,18.2,,.7,160,86,1002.9,,,,9
266,±¤¾ç½Ã,2022-06-11 06:00,18.5,,.7,50,84,1003.1,0,.02,,10
266,±¤¾ç½Ã,2022-06-11 07:00,19.2,,.4,0,83,1002.9,0,.23,,10
266,±¤¾ç½Ã,2022-06-11 08:00,20.5,,.6,230,76,1002.6,0,.47,,10
266,±¤¾ç½Ã,2022-06-11 09:00,22.1,,4,70,69,1002.4,0,.81,,10
266,±¤¾ç½Ã,2022-06-11 10:00,24.2,,3.2,90,59,1001.9,.2,1.66,,9
266,±¤¾ç½Ã,2022-06-11 11:00,26.4,,2.5,70,57,1001.2,.6,2.71,,9
266,±¤¾ç½Ã,2022-06-11 12:00,26.5,,1.8,90,53,1001.4,.1,2.11,,10
266,±¤¾ç½Ã,2022-06-11 13:00,26.7,,4.6,90,50,1001,.4,2.58,,8
266,±¤¾ç½Ã,2022-06-11 14:00,28.1,,3.5,70,47,1000.7,.2,2.23,,8
266,±¤¾ç½Ã,2022-06-11 15:00,27.3,,4.3,90,54,1000.5,1,3.28,,5
266,±¤¾ç½Ã,2022-06-11 16:00,26.8,,3.7,90,57,1000.3,1,2.51,,2
266,±¤¾ç½Ã,2022-06-11 17:00,26,,3.2,90,59,999.9,1,1.69,,6
266,±¤¾ç½Ã,2022-06-11 18:00,24.9,,2.1,90,62,1000,.1,.56,,8
266,±¤¾ç½Ã,2022-06-11 19:00,24,,1.5,90,66,1000.8,0,.35,,8
266,±¤¾ç½Ã,2022-06-11 20:00,22.7,,.9,70,71,1001.1,0,.06,,7
266,±¤¾ç½Ã,2022-06-11 21:00,22.3,,1.2,70,76,1001.8,,,,6
266,±¤¾ç½Ã,2022-06-11 22:00,22.1,,.5,90,79,1002.3,,,,7
266,±¤¾ç½Ã,2022-06-11 23:00,21.2,,.6,20,81,1002.7,,,,6
266,±¤¾ç½Ã,2022-06-12 00:00,20.8,,.9,70,81,1002.7,,,,2
266,±¤¾ç½Ã,2022-06-12 01:00,20.6,,2.8,70,76,1002.7,,,,4
266,±¤¾ç½Ã,2022-06-12 02:00,19.8,,1.2,70,81,1002.5,,,,4
266,±¤¾ç½Ã,2022-06-12 03:00,19.3,,1.3,50,70,1002.5,,,,3
266,±¤¾ç½Ã,2022-06-12 04:00,19,,1.8,110,70,1002.6,,,,2
266,±¤¾ç½Ã,2022-06-12 05:00,18.1,,.7,320,75,1003.6,,,,2
266,±¤¾ç½Ã,2022-06-12 06:00,18,,1,90,77,1003.8,.2,.05,,1
266,±¤¾ç½Ã,2022-06-12 07:00,20.2,,1.6,90,62,1003.8,1,.52,,1
266,±¤¾ç½Ã,2022-06-12 08:00,21.6,,3.1,70,58,1004,1,1.23,,1
266,±¤¾ç½Ã,2022-06-12 09:00,22.4,,2.5,90,59,1004.2,1,1.97,,0
266,±¤¾ç½Ã,2022-06-12 10:00,23.9,,2.2,70,55,1003.8,1,2.63,,1
266,±¤¾ç½Ã,2022-06-12 11:00,24.8,,2.2,90,52,1003.9,1,2.86,,7
266,±¤¾ç½Ã,2022-06-12 12:00,25.8,,1.6,90,53,1003.8,1,2.86,,8
