일시,지점,지점명,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
2024-08-02 05:00,127,충주,27.2,,0.0,0.0,92.0,991.3,,,,6.0
2024-08-02 06:00,127,충주,27.2,,0.5,140.0,91.0,991.1,0.0,0.0,,3.0
2024-08-02 07:00,127,충주,27.7,,0.2,0.0,89.0,991.4,0.0,0.14,,0.0
2024-08-02 08:00,127,충주,28.5,,0.3,0.0,85.0,991.5,0.0,0.47,,0.0
2024-08-02 09:00,127,충주,30.3,,0.8,360.0,76.0,991.4,0.5,1.31,,0.0
2024-08-02 10:00,127,충주,30.5,,1.6,230.0,72.0,991.3,0.6,2.04,,7.0
2024-08-02 11:00,127,충주,31.6,,2.6,200.0,69.0,991.2,0.5,2.44,,7.0
2024-08-02 12:00,127,충주,32.2,,2.0,250.0,67.0,991.0,0.1,1.65,,7.0
2024-08-02 13:00,127,충주,33.1,,2.0,250.0,64.0,990.7,0.3,2.16,,6.0
2024-08-02 14:00,127,충주,33.3,,2.2,230.0,63.0,990.3,0.6,2.72,,7.0
2024-08-02 15:00,127,충주,33.0,,2.0,200.0,64.0,990.2,0.4,1.89,,6.0
2024-08-02 16:00,127,충주,32.5,,2.0,200.0,65.0,989.9,0.3,1.11,,6.0
2024-08-02 17:00,127,충주,32.9,,2.2,200.0,64.0,989.7,0.5,1.14,,7.0
2024-08-02 18:00,127,충주,32.4,,2.5,230.0,68.0,989.7,0.7,0.98,,5.0
2024-08-02 19:00,127,충주,30.1,,0.8,50.0,79.0,990.6,0.0,0.15,,6.0
2024-08-02 20:00,127,충주,28.7,,1.1,160.0,82.0,991.2,0.0,0.05,,3.0
2024-08-02 21:00,127,충주,28.1,,0.3,0.0,86.0,991.9,,,,3.0
2024-08-02 22:00,127,충주,27.6,,0.2,0.0,89.0,992.1,,,,0.0
2024-08-02 23:00,127,충주,27.1,,0.5,90.0,92.0,992.5,,,,3.0
2024-08-03 00:00,127,충주,27.2,,0.0,0.0,92.0,993.0,,,,1.0
2024-08-03 01:00,127,충주,27.3,,0.4,0.0,93.0,992.9,,,,4.0
2024-08-03 02:00,127,충주,27.4,,0.1,0.0,93.0,993.1,,,,6.0
2024-08-03 03:00,127,충주,27.5,,0.0,0.0,94.0,993.1,,,,6.0
2024-08-03 04:00,127,충주,27.1,,0.0,0.0,94.0,993.0,,,,8.0
2024-08-03 05:00,127,충주,26.7,,0.5,360.0,94.0,993.4,,,,0.0
2024-08-03 06:00,127,충주,27.2,0.0,0.7,270.0,95.0,993.8,0.0,0.0,,0.0
2024-08-03 07:00,127,충주,27.6,0.0,0.4,0.0,94.0,994.3,0.0,0.18,,0.0
2024-08-03 08:00,127,충주,28.2,,0.5,360.0,90.0,994.5,0.1,0.43,,0.0
2024-08-03 09:00,127,충주,29.1,,0.2,0.0,86.0,994.6,0.3,0.74,,6.0
2024-08-03 10:00,127,충주,30.2,,0.4,0.0,76.0,994.6,0.4,1.53,,6.0
2024-08-03 11:00,127,충주,31.5,,1.5,270.0,70.0,994.4,0.2,1.44,,6.0
2024-08-03 12:00,127,충주,32.6,,1.3,360.0,67.0,994.2,0.2,1.52,,6.0
2024-08-03 13:00,127,충주,33.3,,1.9,250.0,59.0,993.8,0.7,2.71,,0.0
2024-08-03 14:00,127,충주,33.5,,2.3,290.0,60.0,993.5,0.6,2.51,,0.0
2024-08-03 15:00,127,충주,33.2,,1.9,320.0,61.0,993.1,0.6,2.28,,0.0
2024-08-03 16:00,127,충주,34.9,,2.2,270.0,55.0,992.9,1.0,2.75,,0.0
2024-08-03 17:00,127,충주,34.4,,1.3,340.0,59.0,992.5,0.8,1.72,,2.0
2024-08-03 18:00,127,충주,32.9,,1.9,360.0,63.0,992.7,1.0,1.24,,0.0
2024-08-03 19:00,127,충주,31.7,,1.4,50.0,69.0,992.9,0.8,0.43,,0.0
2024-08-03 20:00,127,충주,29.3,,0.8,110.0,77.0,993.5,0.0,0.06,,0.0
2024-08-03 21:00,127,충주,28.0,,0.3,0.0,82.0,994.2,,,,0.0
2024-08-03 22:00,127,충주,27.5,,0.6,90.0,87.0,994.6,,,,0.0
2024-08-03 23:00,127,충주,27.4,,0.9,90.0,87.0,994.9,,,,0.0
2024-08-04 00:00,127,충주,27.0,,0.9,90.0,89.0,994.8,,,,0.0
2024-08-04 01:00,127,충주,26.6,,1.2,90.0,91.0,994.7,,,,0.0
2024-08-04 02:00,127,충주,26.2,,0.8,90.0,92.0,994.6,,,,0.0
2024-08-04 03:00,127,충주,25.8,,0.6,110.0,93.0,994.5,,,,0.0
2024-08-04 04:00,127,충주,25.7,,0.4,0.0,94.0,994.7,,,,0.0
2024-08-04 05:00,127,충주,25.5,,0.5,180.0,93.0,995.0,,,,0.0
2024-08-04 06:00,127,충주,25.5,,0.0,0.0,94.0,995.4,0.0,0.0,,0.0
2024-08-04 07:00,127,충주,26.5,,0.3,0.0,93.0,995.4,0.3,0.28,,0.0
2024-08-04 08:00,127,충주,27.8,,0.7,140.0,85.0,995.5,0.9,0.92,,0.0
2024-08-04 09:00,127,충주,29.6,,2.5,90.0,76.0,995.4,1.0,1.65,,0.0
2024-08-04 10:00,127,충주,31.4,,1.6,90.0,71.0,995.4,1.0,2.32,,0.0
2024-08-04 11:00,127,충주,32.2,,0.8,90.0,67.0,995.2,1.0,2.85,,0.0
2024-08-04 12:00,127,충주,33.7,,0.9,290.0,62.0,994.7,1.0,3.45,,0.0
2024-08-04 13:00,127,충주,33.4,,0.9,340.0,62.0,994.3,0.8,2.92,,0.0
2024-08-04 14:00,127,충주,34.0,,1.5,70.0,59.0,993.6,0.4,1.75,,0.0
2024-08-04 15:00,127,충주,34.4,,1.0,320.0,57.0,993.3,0.4,1.56,,0.0
2024-08-04 16:00,127,충주,35.0,,1.7,340.0,54.0,992.7,0.6,1.28,,0.0
2024-08-04 17:00,127,충주,35.0,,1.8,360.0,56.0,992.5,1.0,1.81,,4.0
2024-08-04 18:00,127,충주,34.4,0.0,0.7,70.0,59.0,993.0,1.0,1.17,,6.0
2024-08-04 19:00,127,충주,31.7,,1.7,90.0,71.0,992.8,0.6,0.46,,7.0
2024-08-04 20:00,127,충주,30.8,,2.3,90.0,73.0,993.2,0.0,0.08,,7.0
2024-08-04 21:00,127,충주,30.5,,1.0,110.0,72.0,994.2,,,,6.0
2024-08-04 22:00,127,충주,29.4,,0.7,70.0,74.0,994.5,,,,4.0
2024-08-04 23:00,127,충주,28.7,,1.5,90.0,77.0,994.7,,,,5.0
2024-08-05 00:00,127,충주,28.3,,1.3,90.0,80.0,994.9,,,,5.0
2024-08-05 01:00,127,충주,27.5,,1.5,110.0,82.0,994.9,,,,5.0
2024-08-05 02:00,127,충주,28.0,,1.5,90.0,79.0,995.0,,,,6.0
2024-08-05 03:00,127,충주,27.8,,1.8,90.0,79.0,994.8,,,,2.0
2024-08-05 04:00,127,충주,27.5,,0.8,200.0,83.0,994.8,,,,4.0
2024-08-05 05:00,127,충주,26.8,,0.2,0.0,85.0,995.1,,,,8.0
2024-08-05 06:00,127,충주,26.8,,0.7,320.0,87.0,995.5,0.0,0.0,,6.0
2024-08-05 07:00,127,충주,26.8,0.1,0.8,90.0,90.0,995.5,0.0,0.15,,6.0
2024-08-05 08:00,127,충주,28.4,,2.0,90.0,83.0,994.9,0.5,0.73,,3.0
2024-08-05 09:00,127,충주,29.7,,2.6,90.0,74.0,994.3,1.0,1.73,,3.0
2024-08-05 10:00,127,충주,30.7,,0.9,20.0,71.0,994.6,0.8,1.98,,6.0
2024-08-05 11:00,127,충주,30.9,,1.1,360.0,71.0,995.0,0.0,1.08,,8.0
2024-08-05 12:00,127,충주,31.9,,0.7,230.0,68.0,994.6,0.4,1.98,,6.0
2024-08-05 13:00,127,충주,30.5,0.0,1.1,50.0,77.0,994.3,0.1,1.03,,8.0
2024-08-05 14:00,127,충주,32.2,0.5,1.1,110.0,73.0,993.6,0.2,1.5,,7.0
2024-08-05 15:00,127,충주,32.9,,1.4,160.0,66.0,992.7,0.5,1.89,,6.0
2024-08-05 16:00,127,충주,32.7,,1.5,110.0,69.0,992.8,0.0,0.99,,7.0
2024-08-05 17:00,127,충주,33.5,0.0,0.8,110.0,65.0,992.1,0.4,1.21,,6.0
2024-08-05 18:00,127,충주,31.0,0.5,1.2,90.0,75.0,992.4,0.4,0.75,,10.0
2024-08-05 19:00,127,충주,24.3,5.6,2.2,160.0,89.0,994.9,0.0,0.01,,10.0
2024-08-05 20:00,127,충주,23.7,15.8,1.7,20.0,93.0,996.0,0.0,0.0,,10.0
2024-08-05 21:00,127,충주,24.2,0.9,1.0,110.0,90.0,996.5,,,,10.0
2024-08-05 22:00,127,충주,24.2,0.5,1.0,110.0,94.0,995.3,,,,10.0
2024-08-05 23:00,127,충주,24.2,0.0,1.7,250.0,93.0,995.5,,,,10.0
2024-08-06 00:00,127,충주,23.7,,0.4,0.0,94.0,995.4,,,,6.0
2024-08-06 01:00,127,충주,23.7,,1.9,90.0,94.0,994.3,,,,7.0
2024-08-06 02:00,127,충주,23.3,,1.1,70.0,95.0,993.8,,,,4.0
2024-08-06 03:00,127,충주,23.2,,0.5,140.0,94.0,993.7,,,,6.0
2024-08-06 04:00,127,충주,23.5,,1.6,230.0,95.0,994.5,,,,6.0
2024-08-06 05:00,127,충주,23.6,,0.5,180.0,94.0,995.0,,,,8.0
2024-08-06 06:00,127,충주,23.7,,0.3,0.0,95.0,995.2,0.0,0.0,,8.0
2024-08-06 07:00,127,충주,24.1,,0.5,20.0,94.0,995.6,0.0,0.15,,9.0
2024-08-06 08:00,127,충주,25.0,,0.2,0.0,91.0,995.8,0.0,0.53,,7.0
2024-08-06 09:00,127,충주,26.5,,0.9,20.0,87.0,996.1,0.4,1.14,,5.0
2024-08-06 10:00,127,충주,28.2,,0.7,320.0,77.0,996.1,1.0,2.46,,4.0
2024-08-06 11:00,127,충주,29.7,,0.8,140.0,73.0,995.7,0.9,2.83,,5.0
2024-08-06 12:00,127,충주,30.6,,1.0,50.0,66.0,995.1,0.6,3.07,,8.0
2024-08-06 13:00,127,충주,31.5,,1.8,340.0,65.0,994.6,0.3,2.33,,7.0
2024-08-06 14:00,127,충주,32.2,,2.0,290.0,65.0,994.2,0.9,2.84,,6.0
2024-08-06 15:00,127,충주,32.4,,2.5,360.0,66.0,993.9,0.8,3.18,,6.0
2024-08-06 16:00,127,충주,32.6,,2.3,360.0,65.0,993.8,0.9,2.34,,3.0
2024-08-06 17:00,127,충주,32.2,,2.1,360.0,65.0,993.4,1.0,1.93,,1.0
2024-08-06 18:00,127,충주,31.9,,1.8,360.0,64.0,993.2,1.0,1.2,,5.0
2024-08-06 19:00,127,충주,30.3,,1.1,50.0,69.0,992.9,1.0,0.5,,3.0
2024-08-06 20:00,127,충주,27.6,,0.5,110.0,81.0,993.1,0.1,0.04,,5.0
2024-08-06 21:00,127,충주,27.1,,1.2,110.0,84.0,993.6,,,,3.0
2024-08-06 22:00,127,충주,26.3,,0.6,110.0,88.0,993.7,,,,2.0
2024-08-06 23:00,127,충주,26.2,,0.8,140.0,89.0,993.7,,,,6.0
2024-08-07 00:00,127,충주,26.2,,0.6,90.0,90.0,993.8,,,,5.0
2024-08-07 01:00,127,충주,25.7,,1.1,90.0,92.0,994.0,,,,6.0
2024-08-07 02:00,127,충주,25.1,,0.8,110.0,93.0,994.2,,,,5.0
2024-08-07 03:00,127,충주,24.7,,0.8,110.0,92.0,994.1,,,,3.0
2024-08-07 04:00,127,충주,25.1,,1.3,90.0,92.0,993.8,,,,5.0
2024-08-07 05:00,127,충주,24.8,,1.2,70.0,91.0,994.2,,,,3.0
2024-08-07 06:00,127,충주,24.5,,0.3,0.0,93.0,994.3,0.0,0.0,,2.0
2024-08-07 07:00,127,충주,25.6,,1.1,90.0,90.0,994.4,0.4,0.28,,3.0
2024-08-07 08:00,127,충주,26.7,,0.9,50.0,83.0,994.6,1.0,0.91,,2.0
2024-08-07 09:00,127,충주,28.1,,0.7,70.0,80.0,994.4,1.0,1.69,,3.0
2024-08-07 10:00,127,충주,29.5,,0.7,200.0,73.0,994.4,1.0,2.35,,8.0
2024-08-07 11:00,127,충주,30.7,,1.2,50.0,69.0,993.8,0.9,2.4,,5.0
2024-08-07 12:00,127,충주,31.3,,1.6,360.0,67.0,993.5,0.4,2.14,,7.0
2024-08-07 13:00,127,충주,31.1,,1.5,20.0,72.0,992.7,0.1,1.92,,8.0
2024-08-07 14:00,127,충주,31.7,0.0,1.7,20.0,65.0,992.1,0.0,1.16,,7.0
2024-08-07 15:00,127,충주,31.8,,1.3,140.0,66.0,991.6,0.0,1.09,,5.0
2024-08-07 16:00,127,충주,30.3,,1.2,110.0,75.0,991.2,0.1,0.69,,8.0
2024-08-07 17:00,127,충주,26.1,2.2,2.0,160.0,82.0,991.3,0.1,0.39,,10.0
2024-08-07 18:00,127,충주,28.7,0.3,0.8,290.0,78.0,991.3,1.0,1.37,,8.0
2024-08-07 19:00,127,충주,27.6,,0.9,70.0,86.0,991.2,0.8,0.41,,3.0
2024-08-07 20:00,127,충주,25.4,0.2,0.9,110.0,90.0,991.4,0.0,0.04,,3.0
2024-08-07 21:00,127,충주,25.1,,0.6,140.0,91.0,991.9,,,,3.0
2024-08-07 22:00,127,충주,24.7,,0.5,110.0,92.0,992.0,,,,3.0
2024-08-07 23:00,127,충주,24.7,,0.3,0.0,93.0,992.1,,,,3.0
2024-08-08 00:00,127,충주,24.3,,0.1,0.0,94.0,992.1,,,,1.0
2024-08-08 01:00,127,충주,23.8,,0.2,0.0,94.0,992.0,,,,1.0
2024-08-08 02:00,127,충주,23.8,,0.1,0.0,95.0,991.9,,,,1.0
2024-08-08 03:00,127,충주,24.0,,0.0,0.0,94.0,991.6,,,,7.0
2024-08-08 04:00,127,충주,23.6,,0.0,0.0,96.0,992.1,,,,7.0
2024-08-08 05:00,127,충주,23.2,,0.0,0.0,95.0,992.0,,,,7.0
2024-08-08 06:00,127,충주,23.7,,0.2,0.0,96.0,992.3,0.0,0.0,,8.0
2024-08-08 07:00,127,충주,24.5,,0.3,0.0,94.0,992.3,0.0,0.2,,8.0
2024-08-08 08:00,127,충주,25.2,,0.6,110.0,92.0,992.4,0.0,0.43,,6.0
2024-08-08 09:00,127,충주,26.2,,0.1,0.0,87.0,992.3,0.0,0.83,,8.0
2024-08-08 10:00,127,충주,27.7,,0.6,20.0,81.0,991.9,0.4,1.39,,9.0
2024-08-08 11:00,127,충주,29.3,,0.8,270.0,74.0,991.6,0.5,2.3,,8.0
2024-08-08 12:00,127,충주,29.0,0.0,0.7,20.0,74.0,991.7,0.0,1.33,,10.0
2024-08-08 13:00,127,충주,29.1,,2.1,250.0,75.0,991.8,0.0,0.71,,10.0
2024-08-08 14:00,127,충주,29.7,0.0,0.9,340.0,73.0,991.2,0.0,1.28,,10.0
2024-08-08 15:00,127,충주,29.2,,1.5,360.0,76.0,990.5,0.0,0.91,,10.0
2024-08-08 16:00,127,충주,29.5,0.0,1.6,270.0,73.0,990.6,0.0,0.68,,9.0
2024-08-08 17:00,127,충주,29.1,,1.7,320.0,77.0,990.4,0.0,0.75,,9.0
2024-08-08 18:00,127,충주,28.7,,1.0,160.0,77.0,990.6,0.0,0.62,,9.0
2024-08-08 19:00,127,충주,28.2,,0.5,230.0,79.0,990.6,0.0,0.21,,7.0
2024-08-08 20:00,127,충주,26.7,,0.9,110.0,86.0,990.9,0.0,0.03,,8.0
2024-08-08 21:00,127,충주,25.7,,0.7,90.0,90.0,991.8,,,,6.0
2024-08-08 22:00,127,충주,25.7,,0.2,0.0,91.0,991.7,,,,7.0
2024-08-08 23:00,127,충주,25.3,,0.3,0.0,92.0,991.6,,,,8.0
2024-08-09 00:00,127,충주,24.8,,0.8,90.0,93.0,991.6,,,,6.0
2024-08-09 01:00,127,충주,24.6,,0.0,0.0,93.0,991.1,,,,3.0
2024-08-09 02:00,127,충주,24.3,,0.2,0.0,94.0,991.4,,,,0.0
2024-08-09 03:00,127,충주,25.0,,0.2,0.0,94.0,991.6,,,,0.0
2024-08-09 04:00,127,충주,25.2,,1.1,250.0,94.0,991.5,,,,0.0
2024-08-09 05:00,127,충주,25.1,,0.4,0.0,94.0,991.6,,,,0.0
2024-08-09 06:00,127,충주,25.1,,0.0,0.0,94.0,991.8,0.0,0.0,,0.0
2024-08-09 07:00,127,충주,25.2,,1.2,250.0,93.0,991.9,0.0,0.09,,0.0
2024-08-09 08:00,127,충주,25.6,,0.2,0.0,91.0,992.0,0.0,0.31,,9.0
2024-08-09 09:00,127,충주,26.7,,0.8,320.0,85.0,992.0,0.0,0.69,,6.0
2024-08-09 10:00,127,충주,28.1,,0.5,140.0,77.0,991.9,0.4,1.32,,3.0
2024-08-09 11:00,127,충주,30.2,,1.1,360.0,67.0,991.8,0.6,2.05,,3.0
2024-08-09 12:00,127,충주,30.8,,1.0,50.0,61.0,991.2,0.9,3.13,,0.0
2024-08-09 13:00,127,충주,31.8,,0.8,250.0,58.0,990.9,1.0,3.55,,0.0
2024-08-09 14:00,127,충주,32.6,,1.2,270.0,55.0,990.4,0.8,2.84,,0.0
2024-08-09 15:00,127,충주,33.0,,0.8,360.0,56.0,989.7,0.9,2.58,,0.0
2024-08-09 16:00,127,충주,33.5,,1.4,340.0,55.0,989.5,1.0,2.23,,0.0
2024-08-09 17:00,127,충주,33.2,,2.0,290.0,53.0,989.6,1.0,1.99,,0.0
2024-08-09 18:00,127,충주,32.5,,1.5,290.0,58.0,989.3,1.0,1.16,,0.0
2024-08-09 19:00,127,충주,30.2,,1.1,360.0,70.0,989.6,0.6,0.46,,1.0
2024-08-09 20:00,127,충주,28.1,,1.1,90.0,79.0,989.9,0.0,0.04,,5.0
2024-08-09 21:00,127,충주,27.2,,0.9,140.0,81.0,990.6,,,,0.0
2024-08-09 22:00,127,충주,26.6,,0.7,90.0,83.0,990.7,,,,1.0
2024-08-09 23:00,127,충주,25.8,,0.5,90.0,85.0,990.6,,,,3.0
2024-08-10 00:00,127,충주,25.2,,0.7,110.0,89.0,990.6,,,,4.0
2024-08-10 01:00,127,충주,25.1,,1.0,90.0,91.0,990.5,,,,0.0
2024-08-10 02:00,127,충주,24.7,,0.0,0.0,92.0,990.6,,,,1.0
2024-08-10 03:00,127,충주,24.0,,0.2,0.0,93.0,990.3,,,,0.0
2024-08-10 04:00,127,충주,24.0,,0.1,0.0,93.0,990.4,,,,0.0
2024-08-10 05:00,127,충주,23.5,,0.1,0.0,94.0,990.5,,,,2.0
2024-08-10 06:00,127,충주,23.7,,0.4,0.0,94.0,991.0,0.0,0.0,,0.0
2024-08-10 07:00,127,충주,24.8,,0.6,50.0,93.0,991.5,0.6,0.28,,0.0
2024-08-10 08:00,127,충주,26.0,,0.1,0.0,87.0,991.8,0.7,0.76,,6.0
2024-08-10 09:00,127,충주,28.7,,1.9,90.0,78.0,991.2,1.0,1.24,,7.0
2024-08-10 10:00,127,충주,30.2,,2.2,70.0,71.0,990.8,1.0,1.93,,2.0
2024-08-10 11:00,127,충주,32.0,,2.1,90.0,60.0,990.5,1.0,2.92,,0.0
2024-08-10 12:00,127,충주,32.2,,1.8,70.0,59.0,990.0,0.9,2.8,,7.0
2024-08-10 13:00,127,충주,32.9,,0.8,360.0,59.0,989.7,0.4,2.01,,8.0
2024-08-10 14:00,127,충주,31.7,,0.9,140.0,68.0,989.2,0.2,1.32,,8.0
2024-08-10 15:00,127,충주,31.4,0.2,1.2,50.0,70.0,989.2,0.3,1.12,,7.0
2024-08-10 16:00,127,충주,32.3,,0.9,50.0,64.0,988.8,0.4,1.51,,6.0
2024-08-10 17:00,127,충주,33.1,,1.0,110.0,59.0,988.5,1.0,1.65,,2.0
2024-08-10 18:00,127,충주,31.5,,1.4,180.0,64.0,988.7,0.7,0.85,,4.0
2024-08-10 19:00,127,충주,29.8,,1.8,160.0,64.0,988.9,0.0,0.11,,2.0
2024-08-10 20:00,127,충주,27.5,0.0,0.6,50.0,75.0,989.1,0.0,0.01,,2.0
2024-08-10 21:00,127,충주,26.7,,0.8,90.0,81.0,989.7,,,,4.0
2024-08-10 22:00,127,충주,26.5,,0.6,90.0,83.0,989.9,,,,2.0
2024-08-10 23:00,127,충주,25.7,,0.5,140.0,88.0,990.1,,,,2.0
2024-08-11 00:00,127,충주,25.6,,0.8,110.0,87.0,990.0,,,,2.0
2024-08-11 01:00,127,충주,25.4,,0.7,110.0,85.0,989.7,,,,4.0
2024-08-11 02:00,127,충주,24.7,,0.5,140.0,87.0,989.8,,,,1.0
2024-08-11 03:00,127,충주,24.1,,0.4,0.0,86.0,989.8,,,,3.0
2024-08-11 04:00,127,충주,24.9,,0.1,0.0,83.0,989.5,,,,4.0
2024-08-11 05:00,127,충주,25.5,,1.7,90.0,79.0,989.6,,,,5.0
2024-08-11 06:00,127,충주,24.4,,0.4,0.0,85.0,989.9,0.0,0.0,,6.0
2024-08-11 07:00,127,충주,25.8,,1.0,200.0,80.0,990.4,0.6,0.27,,2.0
2024-08-11 08:00,127,충주,26.8,,0.9,20.0,78.0,991.0,1.0,0.84,,3.0
2024-08-11 09:00,127,충주,28.5,,1.7,70.0,71.0,991.0,1.0,1.48,,3.0
2024-08-11 10:00,127,충주,29.7,,1.0,70.0,68.0,991.0,1.0,2.27,,5.0
2024-08-11 11:00,127,충주,30.8,,1.2,70.0,63.0,990.4,0.9,2.71,,3.0
2024-08-11 12:00,127,충주,31.8,,1.2,110.0,62.0,989.8,0.9,3.23,,5.0
2024-08-11 13:00,127,충주,31.2,,1.4,340.0,65.0,989.5,0.5,2.43,,6.0
2024-08-11 14:00,127,충주,32.0,,1.0,360.0,62.0,989.1,0.2,1.37,,3.0
2024-08-11 15:00,127,충주,32.3,,0.6,340.0,58.0,988.9,0.6,2.24,,3.0
2024-08-11 16:00,127,충주,33.5,,0.6,200.0,61.0,988.6,0.4,1.2,,2.0
2024-08-11 17:00,127,충주,32.2,,1.6,90.0,66.0,988.6,0.8,1.1,,3.0
2024-08-11 18:00,127,충주,32.2,,1.5,70.0,66.0,988.5,1.0,1.15,,2.0
2024-08-11 19:00,127,충주,30.6,,1.3,90.0,71.0,988.6,0.8,0.47,,0.0
2024-08-11 20:00,127,충주,28.2,,0.9,90.0,78.0,989.0,0.0,0.02,,0.0
2024-08-11 21:00,127,충주,27.7,,0.7,90.0,80.0,989.5,,,,0.0
2024-08-11 22:00,127,충주,27.0,,1.0,90.0,83.0,989.7,,,,0.0
2024-08-11 23:00,127,충주,26.2,,0.9,90.0,86.0,989.7,,,,0.0
2024-08-12 00:00,127,충주,26.1,,0.7,90.0,88.0,990.1,,,,4.0
2024-08-12 01:00,127,충주,25.7,,0.9,90.0,90.0,990.0,,,,2.0
2024-08-12 02:00,127,충주,26.1,,1.2,50.0,91.0,989.9,,,,0.0
2024-08-12 03:00,127,충주,25.2,,0.6,110.0,91.0,990.0,,,,0.0
2024-08-12 04:00,127,충주,24.6,,0.3,0.0,92.0,990.2,,,,0.0
2024-08-12 05:00,127,충주,24.3,,0.4,0.0,93.0,990.6,,,,1.0
2024-08-12 06:00,127,충주,24.3,,0.6,90.0,94.0,991.1,0.0,0.0,,0.0
2024-08-12 07:00,127,충주,25.7,,0.0,0.0,91.0,991.6,0.4,0.25,,0.0
2024-08-12 08:00,127,충주,27.6,,0.7,50.0,84.0,991.9,1.0,0.89,,0.0
2024-08-12 09:00,127,충주,28.5,,0.6,160.0,77.0,991.8,1.0,1.61,,2.0
2024-08-12 10:00,127,충주,30.2,,1.1,110.0,68.0,991.7,1.0,2.32,,2.0
2024-08-12 11:00,127,충주,31.5,,0.9,90.0,68.0,991.5,0.8,2.6,,4.0
2024-08-12 12:00,127,충주,32.0,,1.1,320.0,63.0,991.2,0.9,3.31,,4.0
2024-08-12 13:00,127,충주,33.2,,0.9,200.0,60.0,990.8,0.5,2.29,,0.0
2024-08-12 14:00,127,충주,33.2,,1.5,360.0,62.0,990.5,0.8,2.59,,0.0
2024-08-12 15:00,127,충주,34.4,,1.2,320.0,54.0,990.1,0.7,2.18,,0.0
2024-08-12 16:00,127,충주,34.2,,1.9,360.0,59.0,990.0,0.9,2.3,,2.0
2024-08-12 17:00,127,충주,34.0,,2.1,360.0,59.0,990.0,1.0,1.8,,2.0
2024-08-12 18:00,127,충주,33.1,2.2,1.9,360.0,62.0,990.2,1.0,1.04,,0.0
2024-08-12 19:00,127,충주,31.3,1.0,0.8,90.0,70.0,990.7,0.6,0.34,,3.0
2024-08-12 20:00,127,충주,30.2,,1.5,90.0,74.0,991.4,0.0,0.02,,4.0
2024-08-12 21:00,127,충주,30.0,,2.7,110.0,71.0,992.1,,,,5.0
2024-08-12 22:00,127,충주,29.5,,2.1,90.0,73.0,992.5,,,,6.0
