,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
48,천안,2021-01-03 01:00,-7.7,,0.8,270.0,74.0,1022.1,,,,0.0
49,천안,2021-01-03 02:00,-5.8,,1.4,270.0,53.0,1023.4,,,,1.0
50,천안,2021-01-03 03:00,-7.0,,1.0,270.0,57.0,1024.1,,,,5.0
51,천안,2021-01-03 04:00,-7.8,,0.6,290.0,59.0,1024.3,,,,8.0
52,천안,2021-01-03 05:00,-9.7,,0.8,90.0,73.0,1024.3,,,,5.0
53,천안,2021-01-03 06:00,-10.6,,0.7,90.0,80.0,1025.1,,,,6.0
54,천안,2021-01-03 07:00,-11.6,,0.8,110.0,82.0,1025.2,,,,0.0
55,천안,2021-01-03 08:00,-12.0,,0.1,0.0,86.0,1025.5,0.0,,,0.0
56,천안,2021-01-03 09:00,-10.3,,0.4,0.0,79.0,1025.8,0.8,,,0.0
57,천안,2021-01-03 10:00,-7.4,,0.6,160.0,68.0,1025.4,1.0,,,1.0
58,천안,2021-01-03 11:00,-4.4,,0.7,180.0,53.0,1025.1,1.0,,,2.0
59,천안,2021-01-03 12:00,-2.4,,1.6,200.0,44.0,1024.6,1.0,,,0.0
60,천안,2021-01-03 13:00,-1.7,,2.5,230.0,46.0,1024.1,0.4,,,8.0
61,천안,2021-01-03 14:00,-0.8,,1.6,230.0,45.0,1023.5,0.6,,,8.0
62,천안,2021-01-03 15:00,-0.3,,1.6,270.0,46.0,1023.3,1.0,,,7.0
63,천안,2021-01-03 16:00,-0.8,,1.9,270.0,48.0,1023.2,0.1,,,10.0
64,천안,2021-01-03 17:00,-1.3,,1.4,270.0,51.0,1023.2,0.0,,,10.0
65,천안,2021-01-03 18:00,-1.9,,0.8,290.0,54.0,1023.4,0.0,,,10.0
66,천안,2021-01-03 19:00,-2.7,,0.6,290.0,58.0,1023.5,,,,9.0
67,천안,2021-01-03 20:00,-4.2,,0.4,0.0,69.0,1024.0,,,,9.0
68,천안,2021-01-03 21:00,-5.1,,0.7,200.0,73.0,1024.0,,,,10.0
69,천안,2021-01-03 22:00,-6.8,,0.8,140.0,82.0,1024.1,,,,3.0
70,천안,2021-01-03 23:00,-7.4,,0.1,0.0,86.0,1023.9,,,,1.0
71,천안,2021-01-04 00:00,-8.6,,0.0,0.0,88.0,1024.1,,,,0.0
72,천안,2021-01-04 01:00,-8.9,,0.0,0.0,91.0,1024.5,,,,0.0
73,천안,2021-01-04 02:00,-9.7,,0.2,0.0,92.0,1024.7,,,,0.0
74,천안,2021-01-04 03:00,-10.3,,0.4,0.0,92.0,1024.4,,,,0.0
75,천안,2021-01-04 04:00,-11.1,,0.7,250.0,94.0,1024.3,,,,0.0
76,천안,2021-01-04 05:00,-11.4,,0.6,160.0,93.0,1024.0,,,,0.0
77,천안,2021-01-04 06:00,-11.2,,0.9,140.0,92.0,1023.8,,,,0.0
78,천안,2021-01-04 07:00,-11.5,,1.0,110.0,93.0,1023.2,,,,0.0
79,천안,2021-01-04 08:00,-11.9,,0.3,0.0,92.0,1023.6,0.0,,,6.0
80,천안,2021-01-04 09:00,-9.8,,0.7,140.0,91.0,1023.8,0.1,,,10.0
81,천안,2021-01-04 10:00,-6.7,,0.0,0.0,86.0,1024.2,1.0,,,5.0
82,천안,2021-01-04 11:00,-3.6,,1.4,180.0,69.0,1024.0,0.8,,,2.0
83,천안,2021-01-04 12:00,-1.4,,1.7,110.0,53.0,1022.6,0.2,,,8.0
84,천안,2021-01-04 13:00,-0.4,,1.8,70.0,43.0,1021.5,0.9,,,6.0
85,천안,2021-01-04 14:00,0.7,,1.6,160.0,44.0,1020.9,0.5,,,6.0
86,천안,2021-01-04 15:00,0.9,,2.0,160.0,38.0,1020.3,0.5,,,5.0
87,천안,2021-01-04 16:00,1.0,,2.0,110.0,43.0,1019.7,0.3,,,9.0
88,천안,2021-01-04 17:00,0.8,,1.3,110.0,45.0,1019.1,0.0,,,9.0
89,천안,2021-01-04 18:00,0.1,,1.3,50.0,49.0,1018.9,0.0,,,2.0
90,천안,2021-01-04 19:00,-1.3,,0.2,0.0,60.0,1018.9,,,,10.0
91,천안,2021-01-04 20:00,-2.0,,0.9,110.0,66.0,1018.6,,,,6.0
92,천안,2021-01-04 21:00,-2.5,,0.3,0.0,71.0,1018.7,,,,10.0
93,천안,2021-01-04 22:00,-2.6,,0.1,0.0,74.0,1018.6,,,,10.0
94,천안,2021-01-04 23:00,-2.1,,1.0,70.0,71.0,1018.4,,,,10.0
95,천안,2021-01-05 00:00,-1.6,,0.8,90.0,73.0,1017.9,,,,10.0
96,천안,2021-01-05 01:00,-1.9,,0.8,160.0,80.0,1018.4,,,,10.0
97,천안,2021-01-05 02:00,-1.8,,0.4,0.0,78.0,1018.0,,,,8.0
98,천안,2021-01-05 03:00,-1.6,0.2,0.7,270.0,82.0,1018.5,,,,9.0
99,천안,2021-01-05 04:00,-2.1,,1.2,230.0,86.0,1018.3,,,,0.0
100,천안,2021-01-05 05:00,-3.3,,0.3,0.0,89.0,1018.4,,,,0.0
101,천안,2021-01-05 06:00,-4.2,,0.0,0.0,92.0,1018.7,,,,0.0
102,천안,2021-01-05 07:00,-4.1,,0.6,270.0,90.0,1020.1,,,,9.0
103,천안,2021-01-05 08:00,-3.3,,1.2,290.0,81.0,1021.0,0.0,,,9.0
104,천안,2021-01-05 09:00,-2.5,,1.4,290.0,63.0,1021.7,0.5,,,5.0
105,천안,2021-01-05 10:00,-2.7,,2.3,290.0,52.0,1022.1,0.4,,,7.0
106,천안,2021-01-05 11:00,-2.1,,3.6,320.0,39.0,1022.5,1.0,,,0.0
107,천안,2021-01-05 12:00,-1.9,,3.0,320.0,35.0,1021.8,1.0,,,0.0
108,천안,2021-01-05 13:00,-1.8,,3.9,320.0,33.0,1021.0,1.0,,,4.0
109,천안,2021-01-05 14:00,-1.7,,2.9,290.0,35.0,1020.1,1.0,,,0.0
110,천안,2021-01-05 15:00,-2.7,,3.8,290.0,40.0,1019.6,1.0,,,1.0
111,천안,2021-01-05 16:00,-2.9,,3.3,320.0,42.0,1019.5,1.0,,,0.0
112,천안,2021-01-05 17:00,-3.7,,3.0,320.0,47.0,1018.9,0.9,,,1.0
113,천안,2021-01-05 18:00,-4.7,,2.1,320.0,48.0,1019.3,0.1,,,0.0
114,천안,2021-01-05 19:00,-5.3,,1.1,270.0,48.0,1020.2,,,,0.0
115,천안,2021-01-05 20:00,-5.8,,1.6,340.0,47.0,1019.8,,,,0.0
116,천안,2021-01-05 21:00,-6.2,,1.0,320.0,51.0,1019.9,,,,0.0
117,천안,2021-01-05 22:00,-7.9,,0.8,160.0,61.0,1019.6,,,,0.0
118,천안,2021-01-05 23:00,-9.5,,0.0,0.0,70.0,1019.3,,,,0.0
119,천안,2021-01-06 00:00,-10.2,,0.4,0.0,76.0,1019.6,,,,0.0
120,천안,2021-01-06 01:00,-10.6,,0.0,0.0,79.0,1019.6,,,,0.0
121,천안,2021-01-06 02:00,-11.3,,0.2,0.0,81.0,1019.7,,,,0.0
122,천안,2021-01-06 03:00,-11.5,,0.2,0.0,85.0,1019.5,,,,0.0
123,천안,2021-01-06 04:00,-11.5,,0.1,0.0,85.0,1019.0,,,,0.0
124,천안,2021-01-06 05:00,-11.9,,0.5,140.0,86.0,1017.9,,,,0.0
125,천안,2021-01-06 06:00,-12.8,0.0,0.1,0.0,89.0,1018.1,,,,0.0
126,천안,2021-01-06 07:00,-13.3,,0.1,0.0,90.0,1017.9,,,,0.0
127,천안,2021-01-06 08:00,-13.7,,0.5,160.0,90.0,1017.9,0.0,,,0.0
128,천안,2021-01-06 09:00,-11.9,,0.4,0.0,86.0,1018.2,1.0,,,5.0
129,천안,2021-01-06 10:00,-8.8,,0.1,0.0,76.0,1018.5,1.0,,,4.0
130,천안,2021-01-06 11:00,-5.7,,1.4,270.0,57.0,1017.2,1.0,,,3.0
131,천안,2021-01-06 12:00,-4.4,0.0,2.0,290.0,47.0,1016.6,0.8,,,2.0
132,천안,2021-01-06 13:00,-3.7,,3.0,270.0,43.0,1014.8,1.0,,,2.0
133,천안,2021-01-06 14:00,-3.2,,1.8,230.0,37.0,1012.7,1.0,,,1.0
134,천안,2021-01-06 15:00,-2.7,,1.8,290.0,34.0,1012.6,1.0,,,0.0
135,천안,2021-01-06 16:00,-2.7,,2.0,230.0,37.0,1012.3,1.0,,,0.0
136,천안,2021-01-06 17:00,-3.2,,1.1,250.0,38.0,1011.8,1.0,,,0.0
137,천안,2021-01-06 18:00,-4.3,,1.1,180.0,44.0,1011.2,0.0,,,3.0
138,천안,2021-01-06 19:00,-4.7,,0.7,70.0,50.0,1010.6,,,,7.0
139,천안,2021-01-06 20:00,-4.5,,0.7,230.0,72.0,1010.1,,,,10.0
140,천안,2021-01-06 21:00,-4.9,0.4,1.5,250.0,94.0,1009.3,,,0.8,10.0
141,천안,2021-01-06 22:00,-4.6,,1.1,270.0,96.0,1008.4,,,2.7,6.0
142,천안,2021-01-06 23:00,-4.0,,2.2,270.0,96.0,1007.8,,,5.5,6.0
143,천안,2021-01-07 00:00,-3.7,1.0,5.2,270.0,58.0,1008.1,,,4.5,8.0
144,천안,2021-01-07 01:00,-7.5,,3.8,320.0,72.0,1010.7,,,4.7,9.0
145,천안,2021-01-07 02:00,-8.3,,3.0,320.0,52.0,1011.6,,,4.5,10.0
146,천안,2021-01-07 03:00,-10.2,0.3,2.3,320.0,73.0,1012.8,,,4.4,10.0
147,천안,2021-01-07 04:00,-11.0,,2.5,320.0,80.0,1013.3,,,4.3,10.0
148,천안,2021-01-07 05:00,-11.7,,3.2,320.0,60.0,1013.8,,,4.0,9.0
149,천안,2021-01-07 06:00,-12.5,0.0,2.6,340.0,59.0,1014.7,,,3.7,5.0
150,천안,2021-01-07 07:00,-13.2,,4.4,320.0,64.0,1015.5,,,3.4,0.0
151,천안,2021-01-07 08:00,-13.4,,3.4,340.0,58.0,1016.2,0.0,,3.1,2.0
152,천안,2021-01-07 09:00,-13.1,,3.7,320.0,60.0,1017.3,0.6,,2.8,0.0
153,천안,2021-01-07 10:00,-12.5,,2.9,320.0,57.0,1017.9,1.0,,2.5,0.0
154,천안,2021-01-07 11:00,-12.0,,3.3,290.0,53.0,1017.7,1.0,,2.2,0.0
155,천안,2021-01-07 12:00,-11.5,,4.2,290.0,53.0,1017.4,1.0,,2.0,4.0
156,천안,2021-01-07 13:00,-11.0,,4.3,320.0,48.0,1016.7,1.0,,1.4,0.0
157,천안,2021-01-07 14:00,-10.7,,4.0,320.0,44.0,1016.7,1.0,,1.2,3.0
158,천안,2021-01-07 15:00,-10.8,,3.8,320.0,42.0,1016.7,1.0,,0.8,3.0
159,천안,2021-01-07 16:00,-11.0,,3.9,320.0,40.0,1016.9,1.0,,0.8,0.0
160,천안,2021-01-07 17:00,-11.7,,3.1,320.0,38.0,1017.0,1.0,,1.0,0.0
161,천안,2021-01-07 18:00,-12.9,,1.0,320.0,44.0,1017.2,0.2,,1.0,0.0
162,천안,2021-01-07 19:00,-14.1,,0.6,360.0,50.0,1017.0,,,1.1,1.0
163,천안,2021-01-07 20:00,-15.5,,0.2,0.0,62.0,1017.1,,,1.1,5.0
164,천안,2021-01-07 21:00,-16.5,,0.4,0.0,72.0,1016.8,,,1.1,5.0
165,천안,2021-01-07 22:00,-17.2,,0.3,0.0,69.0,1016.7,,,1.1,0.0
166,천안,2021-01-07 23:00,-14.4,,2.0,360.0,50.0,1016.3,,,1.1,0.0
167,천안,2021-01-08 00:00,-17.2,,0.5,180.0,68.0,1016.1,,,1.1,0.0
168,천안,2021-01-08 01:00,-18.3,,0.5,360.0,72.0,1015.8,,,1.1,5.0
169,천안,2021-01-08 02:00,-18.6,,0.4,0.0,82.0,1015.7,,,1.1,0.0
170,천안,2021-01-08 03:00,-16.3,,1.6,320.0,66.0,1016.3,,,1.1,0.0
171,천안,2021-01-08 04:00,-15.4,,2.4,320.0,54.0,1016.5,,,1.1,0.0
172,천안,2021-01-08 05:00,-16.1,,1.1,290.0,55.0,1016.7,,,1.1,0.0
173,천안,2021-01-08 06:00,-17.4,,0.5,360.0,61.0,1016.8,,,1.1,1.0
174,천안,2021-01-08 07:00,-18.6,,0.1,0.0,71.0,1016.9,,,1.1,7.0
175,천안,2021-01-08 08:00,-19.0,,1.0,110.0,75.0,1016.9,0.0,,1.1,8.0
176,천안,2021-01-08 09:00,-18.0,,0.5,110.0,66.0,1017.0,1.0,,0.8,0.0
177,천안,2021-01-08 10:00,-15.4,,1.1,110.0,51.0,1017.1,1.0,,0.6,2.0
178,천안,2021-01-08 11:00,-14.0,,1.8,160.0,45.0,1016.3,1.0,,0.6,0.0
179,천안,2021-01-08 12:00,-12.2,,1.7,200.0,42.0,1015.2,1.0,,0.6,0.0
180,천안,2021-01-08 13:00,-11.3,,2.2,290.0,41.0,1014.1,1.0,,0.5,2.0
181,천안,2021-01-08 14:00,-10.6,,2.8,290.0,42.0,1013.6,1.0,,0.5,0.0
182,천안,2021-01-08 15:00,-10.6,,2.6,270.0,41.0,1013.3,1.0,,0.6,0.0
183,천안,2021-01-08 16:00,-10.4,,2.6,290.0,42.0,1013.3,1.0,,0.7,0.0
184,천안,2021-01-08 17:00,-10.8,,2.1,270.0,46.0,1013.3,1.0,,0.8,0.0
185,천안,2021-01-08 18:00,-11.8,,1.4,270.0,50.0,1013.7,0.2,,0.9,0.0
186,천안,2021-01-08 19:00,-13.4,,0.8,250.0,60.0,1014.0,,,0.9,0.0
187,천안,2021-01-08 20:00,-12.9,,0.8,290.0,63.0,1014.3,,,0.9,10.0
188,천안,2021-01-08 21:00,-12.4,,1.4,250.0,76.0,1014.5,,,0.9,0.0
189,천안,2021-01-08 22:00,-12.7,,1.0,250.0,89.0,1014.8,,,1.2,1.0
190,천안,2021-01-08 23:00,-13.1,,0.9,270.0,88.0,1015.1,,,1.2,0.0
191,천안,2021-01-09 00:00,-13.8,0.0,0.4,0.0,78.0,1015.0,,,1.2,0.0
192,천안,2021-01-09 01:00,-14.7,,0.9,290.0,68.0,1014.9,,,1.2,1.0
193,천안,2021-01-09 02:00,-15.3,,0.7,320.0,65.0,1015.0,,,1.2,0.0
194,천안,2021-01-09 03:00,-16.8,,0.4,0.0,76.0,1014.9,,,1.2,9.0
195,천안,2021-01-09 04:00,-17.6,,0.3,0.0,81.0,1014.8,,,1.2,5.0
196,천안,2021-01-09 05:00,-18.8,,0.3,0.0,85.0,1014.8,,,1.2,10.0
197,천안,2021-01-09 06:00,-19.5,,0.2,0.0,85.0,1015.1,,,1.2,8.0
198,천안,2021-01-09 07:00,-19.9,,0.5,110.0,84.0,1015.2,,,1.2,10.0
199,천안,2021-01-09 08:00,-20.4,,0.3,0.0,84.0,1015.1,0.0,,1.2,6.0
200,천안,2021-01-09 09:00,-18.4,,0.6,110.0,82.0,1015.6,1.0,,0.9,2.0
201,천안,2021-01-09 10:00,-15.1,,0.0,0.0,68.0,1016.1,1.0,,0.5,0.0
202,천안,2021-01-09 11:00,-12.5,,0.8,230.0,51.0,1015.9,1.0,,0.5,0.0
203,천안,2021-01-09 12:00,-10.7,,1.9,250.0,41.0,1014.8,1.0,,0.7,3.0
204,천안,2021-01-09 13:00,-8.3,,2.9,250.0,41.0,1014.0,0.9,,0.8,6.0
205,천안,2021-01-09 14:00,-8.4,,2.6,290.0,43.0,1013.8,0.5,,0.9,8.0
206,천안,2021-01-09 15:00,-8.3,,2.1,320.0,45.0,1013.9,0.2,,0.8,6.0
207,천안,2021-01-09 16:00,-7.9,,2.9,270.0,49.0,1013.7,1.0,,0.8,0.0
208,천안,2021-01-09 17:00,-8.5,,2.1,320.0,52.0,1014.0,1.0,,0.9,4.0
209,천안,2021-01-09 18:00,-10.0,,1.7,250.0,69.0,1014.6,0.2,,0.9,0.0
210,천안,2021-01-09 19:00,-11.1,,1.1,290.0,77.0,1015.1,,,1.0,0.0
211,천안,2021-01-09 20:00,-10.8,,1.3,320.0,86.0,1016.0,,,0.9,2.0
212,천안,2021-01-09 21:00,-10.7,,1.1,320.0,88.0,1016.1,,,1.0,0.0
213,천안,2021-01-09 22:00,-11.2,,1.3,290.0,88.0,1016.6,,,1.0,1.0
214,천안,2021-01-09 23:00,-11.6,,0.4,0.0,77.0,1017.1,,,0.6,0.0
215,천안,2021-01-10 00:00,-13.0,,0.5,110.0,90.0,1017.2,,,,0.0
216,천안,2021-01-10 01:00,-13.8,,0.8,90.0,92.0,1017.5,,,,0.0
217,천안,2021-01-10 02:00,-14.8,,0.2,0.0,89.0,1017.6,,,,0.0
218,천안,2021-01-10 03:00,-15.3,,0.8,70.0,86.0,1018.1,,,,0.0
219,천안,2021-01-10 04:00,-15.9,,0.2,0.0,88.0,1017.9,,,,0.0
220,천안,2021-01-10 05:00,-16.6,,0.9,230.0,88.0,1017.9,,,,2.0
221,천안,2021-01-10 06:00,-17.1,,0.1,0.0,87.0,1018.1,,,,7.0
222,천안,2021-01-10 07:00,-17.7,,0.5,180.0,86.0,1018.3,,,,4.0
223,천안,2021-01-10 08:00,-17.8,,0.2,0.0,86.0,1018.5,0.0,,,7.0
224,천안,2021-01-10 09:00,-15.4,,0.3,0.0,86.0,1019.1,1.0,,,0.0
225,천안,2021-01-10 10:00,-12.4,,0.6,180.0,78.0,1019.8,1.0,,,0.0
226,천안,2021-01-10 11:00,-8.9,,0.6,110.0,65.0,1019.0,1.0,,,0.0
227,천안,2021-01-10 12:00,-6.8,,1.5,110.0,49.0,1018.4,1.0,,,3.0
228,천안,2021-01-10 13:00,-5.6,,1.4,140.0,44.0,1017.5,1.0,,,4.0
229,천안,2021-01-10 14:00,-4.3,,1.6,110.0,42.0,1016.6,1.0,,,3.0
230,천안,2021-01-10 15:00,-3.4,,1.5,230.0,40.0,1016.5,0.9,,,6.0
231,천안,2021-01-10 16:00,-3.3,,1.7,140.0,43.0,1016.5,0.5,,,7.0
232,천안,2021-01-10 17:00,-3.5,,1.5,110.0,46.0,1016.8,0.1,,,7.0
233,천안,2021-01-10 18:00,-4.8,,0.4,0.0,51.0,1017.3,0.0,,,6.0
234,천안,2021-01-10 19:00,-5.6,,0.0,0.0,56.0,1018.1,,,,0.0
235,천안,2021-01-10 20:00,-7.7,,0.7,140.0,70.0,1018.3,,,,0.0
236,천안,2021-01-10 21:00,-8.3,,0.5,340.0,73.0,1018.9,,,,1.0
237,천안,2021-01-10 22:00,-8.6,,0.4,0.0,72.0,1018.9,,,,4.0
238,천안,2021-01-10 23:00,-8.6,,0.6,320.0,77.0,1019.5,,,,0.0
239,천안,2021-01-11 00:00,-9.4,,0.7,290.0,78.0,1019.7,,,0.5,0.0
240,천안,2021-01-11 01:00,-9.3,,0.4,0.0,83.0,1019.9,,,0.5,1.0
241,천안,2021-01-11 02:00,-10.8,,0.3,0.0,87.0,1020.0,,,0.5,9.0
242,천안,2021-01-11 03:00,-11.6,,0.2,0.0,90.0,1019.4,,,0.5,9.0
243,천안,2021-01-11 04:00,-12.4,,0.4,0.0,91.0,1019.6,,,0.5,2.0
244,천안,2021-01-11 05:00,-13.0,,0.7,90.0,92.0,1019.2,,,0.5,9.0
245,천안,2021-01-11 06:00,-13.3,,1.0,110.0,91.0,1019.7,,,0.5,10.0
246,천안,2021-01-11 07:00,-13.2,,0.3,0.0,91.0,1019.7,,,0.5,10.0
247,천안,2021-01-11 08:00,-12.9,,0.3,0.0,90.0,1019.3,0.0,,0.5,10.0
248,천안,2021-01-11 09:00,-11.6,,0.3,0.0,90.0,1019.2,0.0,,0.5,10.0
249,천안,2021-01-11 10:00,-10.0,,0.9,250.0,87.0,1020.0,0.0,,0.5,10.0
250,천안,2021-01-11 11:00,-7.9,,0.9,110.0,81.0,1019.5,0.0,,0.5,10.0
251,천안,2021-01-11 12:00,-5.4,,0.1,0.0,67.0,1018.1,0.0,,0.5,10.0
252,천안,2021-01-11 13:00,-4.8,,1.1,110.0,63.0,1016.7,0.0,,0.5,10.0
253,천안,2021-01-11 14:00,-3.9,,0.0,0.0,58.0,1015.4,0.0,,0.5,10.0
254,천안,2021-01-11 15:00,-3.3,,0.6,90.0,52.0,1014.4,0.0,,0.5,10.0
255,천안,2021-01-11 16:00,-3.0,,1.0,200.0,53.0,1014.4,0.0,,0.5,10.0
256,천안,2021-01-11 17:00,-3.2,,0.8,160.0,56.0,1014.1,0.0,,0.5,10.0
257,천안,2021-01-11 18:00,-3.8,,1.0,110.0,63.0,1014.0,0.0,,0.5,9.0
258,천안,2021-01-11 19:00,-5.1,,0.1,0.0,69.0,1014.1,,,0.5,8.0
259,천안,2021-01-11 20:00,-7.2,,0.2,0.0,79.0,1014.1,,,0.5,8.0
260,천안,2021-01-11 21:00,-8.1,,0.3,0.0,80.0,1014.2,,,0.5,10.0
261,천안,2021-01-11 22:00,-8.8,,0.9,110.0,85.0,1013.7,,,0.5,10.0
262,천안,2021-01-11 23:00,-8.0,,0.5,160.0,82.0,1013.6,,,0.5,8.0
263,천안,2021-01-12 00:00,-7.6,,0.1,0.0,84.0,1013.2,,,0.5,8.0
264,천안,2021-01-12 01:00,-8.2,,0.2,0.0,87.0,1012.6,,,0.5,0.0
265,천안,2021-01-12 02:00,-8.8,,0.4,0.0,91.0,1012.1,,,0.5,7.0
266,천안,2021-01-12 03:00,-8.4,0.0,0.3,0.0,88.0,1011.7,,,0.5,0.0
267,천안,2021-01-12 04:00,-9.2,,0.3,0.0,92.0,1011.2,,,0.5,3.0
268,천안,2021-01-12 05:00,-9.7,,0.4,0.0,93.0,1010.7,,,0.5,0.0
269,천안,2021-01-12 06:00,-9.2,0.0,0.8,110.0,92.0,1010.4,,,0.5,0.0
270,천안,2021-01-12 07:00,-10.2,,0.4,0.0,94.0,1010.4,,,0.5,0.0
271,천안,2021-01-12 08:00,-10.9,,0.3,0.0,94.0,1010.6,0.0,,0.5,1.0
272,천안,2021-01-12 09:00,-9.6,,1.0,110.0,93.0,1010.8,0.1,,0.5,9.0
273,천안,2021-01-12 10:00,-6.2,,0.9,140.0,84.0,1010.8,1.0,,0.5,0.0
274,천안,2021-01-12 11:00,-3.8,,1.6,110.0,80.0,1010.4,1.0,,0.5,0.0
275,천안,2021-01-12 12:00,-2.3,,1.3,90.0,74.0,1009.4,1.0,,0.5,1.0
276,천안,2021-01-12 13:00,0.0,,1.0,90.0,66.0,1008.1,1.0,,0.5,4.0
277,천안,2021-01-12 14:00,1.3,,1.7,160.0,58.0,1007.2,0.9,,,5.0
278,천안,2021-01-12 15:00,2.0,,2.1,180.0,57.0,1006.2,0.1,,,7.0
279,천안,2021-01-12 16:00,1.5,,3.4,250.0,63.0,1006.1,0.1,,,9.0
280,천안,2021-01-12 17:00,1.0,,2.7,230.0,67.0,1006.0,0.1,,,9.0
