,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
25,서산,2021-01-02 01:00,-5.7,,0.5,50.0,94.0,1022.8,,,1.7,6.0
26,서산,2021-01-02 02:00,-5.9,,0.5,50.0,94.0,1023.2,,,1.6,9.0
27,서산,2021-01-02 03:00,-4.2,,1.4,50.0,92.0,1023.3,,,1.6,5.0
28,서산,2021-01-02 04:00,-5.5,,0.8,70.0,81.0,1023.6,,,1.6,0.0
29,서산,2021-01-02 05:00,-6.3,,0.8,50.0,82.0,1023.9,,,1.5,1.0
30,서산,2021-01-02 06:00,-7.1,,0.9,50.0,82.0,1024.3,,,1.5,0.0
31,서산,2021-01-02 07:00,-7.3,,1.3,70.0,76.0,1024.8,,,1.4,3.0
32,서산,2021-01-02 08:00,-10.0,,0.4,0.0,84.0,1025.2,0.0,0.0,1.4,0.0
33,서산,2021-01-02 09:00,-7.7,,0.4,0.0,84.0,1026.1,0.7,0.1,1.2,7.0
34,서산,2021-01-02 10:00,-4.1,,1.3,50.0,58.0,1026.8,1.0,0.34,0.7,5.0
35,서산,2021-01-02 11:00,-2.4,,0.4,0.0,54.0,1027.2,1.0,0.57,0.5,1.0
36,서산,2021-01-02 12:00,-0.9,,0.9,340.0,53.0,1027.0,1.0,1.03,0.5,0.0
37,서산,2021-01-02 13:00,0.1,,3.5,320.0,52.0,1026.7,1.0,1.53,0.4,0.0
38,서산,2021-01-02 14:00,-0.3,,4.5,320.0,44.0,1026.8,1.0,1.73,,0.0
39,서산,2021-01-02 15:00,0.0,,3.3,320.0,52.0,1026.4,1.0,1.63,,0.0
40,서산,2021-01-02 16:00,-1.2,,5.2,320.0,49.0,1027.1,1.0,0.87,,3.0
41,서산,2021-01-02 17:00,-1.9,,3.2,340.0,55.0,1027.8,1.0,0.3,,0.0
42,서산,2021-01-02 18:00,-3.8,,1.2,290.0,63.0,1028.4,0.1,0.03,,1.0
43,서산,2021-01-02 19:00,-4.5,,0.7,250.0,67.0,1028.8,,,,0.0
44,서산,2021-01-02 20:00,-4.9,,0.6,180.0,71.0,1028.9,,,,0.0
45,서산,2021-01-02 21:00,-7.0,,0.8,70.0,79.0,1028.7,,,,0.0
46,서산,2021-01-02 22:00,-7.2,,0.4,0.0,81.0,1028.5,,,,0.0
47,서산,2021-01-02 23:00,-6.3,,0.9,50.0,78.0,1028.5,,,,0.0
48,서산,2021-01-03 00:00,-3.5,,2.7,340.0,54.0,1029.8,,,,0.0
49,서산,2021-01-03 01:00,-4.5,,1.5,20.0,58.0,1029.8,,,,2.0
50,서산,2021-01-03 02:00,-5.1,,0.6,360.0,56.0,1031.1,,,,4.0
51,서산,2021-01-03 03:00,-5.7,,1.0,90.0,55.0,1031.2,,,,4.0
52,서산,2021-01-03 04:00,-7.4,,1.3,110.0,65.0,1031.0,,,,5.0
53,서산,2021-01-03 05:00,-7.3,,1.0,70.0,64.0,1031.3,,,,8.0
54,서산,2021-01-03 06:00,-8.9,,0.4,0.0,77.0,1031.6,,,,8.0
55,서산,2021-01-03 07:00,-9.3,,0.1,0.0,80.0,1031.8,,,,1.0
56,서산,2021-01-03 08:00,-9.6,,0.1,0.0,83.0,1031.8,0.0,0.0,,0.0
57,서산,2021-01-03 09:00,-7.5,,0.4,0.0,74.0,1032.2,0.7,0.27,,0.0
58,서산,2021-01-03 10:00,-3.9,,0.5,320.0,57.0,1032.1,1.0,0.8,,0.0
59,서산,2021-01-03 11:00,-1.7,,0.7,50.0,51.0,1032.0,1.0,1.21,,0.0
60,서산,2021-01-03 12:00,-0.7,,2.0,360.0,52.0,1031.5,1.0,1.59,,1.0
61,서산,2021-01-03 13:00,-0.6,,1.7,50.0,53.0,1030.6,0.1,0.94,,8.0
62,서산,2021-01-03 14:00,-0.6,,1.6,360.0,53.0,1030.6,0.2,1.09,,9.0
63,서산,2021-01-03 15:00,-0.6,,1.4,360.0,55.0,1030.5,0.2,0.97,,9.0
64,서산,2021-01-03 16:00,-1.3,,1.1,20.0,55.0,1030.3,0.0,0.43,,10.0
65,서산,2021-01-03 17:00,-1.8,,1.7,20.0,56.0,1030.3,0.0,0.2,,10.0
66,서산,2021-01-03 18:00,-2.8,,0.6,20.0,59.0,1030.5,0.0,0.01,,10.0
67,서산,2021-01-03 19:00,-2.9,,0.8,20.0,57.0,1030.8,,,,9.0
68,서산,2021-01-03 20:00,-3.7,,0.7,50.0,62.0,1031.1,,,,7.0
69,서산,2021-01-03 21:00,-3.3,,0.7,20.0,62.0,1031.1,,,,7.0
70,서산,2021-01-03 22:00,-5.9,,0.5,50.0,72.0,1031.0,,,,0.0
71,서산,2021-01-03 23:00,-5.5,,1.1,50.0,71.0,1030.5,,,,2.0
72,서산,2021-01-04 00:00,-7.5,,0.6,90.0,80.0,1030.8,,,,3.0
73,서산,2021-01-04 01:00,-7.2,,1.3,50.0,81.0,1031.2,,,,4.0
74,서산,2021-01-04 02:00,-8.0,,0.6,20.0,83.0,1031.0,,,,0.0
75,서산,2021-01-04 03:00,-8.2,,0.8,20.0,85.0,1030.6,,,,0.0
76,서산,2021-01-04 04:00,-6.5,,0.8,360.0,75.0,1030.9,,,,0.0
77,서산,2021-01-04 05:00,-6.0,,0.9,50.0,72.0,1030.4,,,,8.0
78,서산,2021-01-04 06:00,-5.2,,1.6,50.0,67.0,1030.2,,,,6.0
79,서산,2021-01-04 07:00,-4.9,,2.2,70.0,57.0,1029.1,,,,10.0
80,서산,2021-01-04 08:00,-4.2,,2.6,50.0,57.0,1029.7,0.0,0.0,,9.0
81,서산,2021-01-04 09:00,-3.8,,1.8,50.0,57.0,1030.0,0.1,0.12,,8.0
82,서산,2021-01-04 10:00,-2.6,,2.6,70.0,51.0,1030.2,0.0,0.39,,7.0
83,서산,2021-01-04 11:00,-1.1,,3.3,70.0,47.0,1029.7,0.9,1.2,,4.0
84,서산,2021-01-04 12:00,-0.9,,3.2,70.0,53.0,1029.0,0.5,1.06,,8.0
85,서산,2021-01-04 13:00,-0.1,,2.3,50.0,53.0,1027.8,0.1,0.91,,9.0
86,서산,2021-01-04 14:00,1.2,,2.2,50.0,50.0,1027.0,0.5,1.03,,8.0
87,서산,2021-01-04 15:00,1.1,,2.3,50.0,52.0,1026.6,0.8,0.99,,6.0
88,서산,2021-01-04 16:00,1.1,,1.4,70.0,55.0,1026.1,0.3,0.52,,9.0
89,서산,2021-01-04 17:00,0.8,,1.2,50.0,58.0,1025.7,0.0,0.19,,9.0
90,서산,2021-01-04 18:00,-0.4,,1.3,70.0,60.0,1025.3,0.0,0.03,,8.0
91,서산,2021-01-04 19:00,-0.8,,1.0,70.0,59.0,1025.2,,,,4.0
92,서산,2021-01-04 20:00,-2.3,,0.2,0.0,72.0,1025.1,,,,10.0
93,서산,2021-01-04 21:00,-1.8,,0.4,0.0,70.0,1025.0,,,,10.0
94,서산,2021-01-04 22:00,-1.6,,0.2,0.0,76.0,1024.8,,,,10.0
95,서산,2021-01-04 23:00,-0.8,,2.7,340.0,74.0,1025.0,,,,10.0
96,서산,2021-01-05 00:00,-0.6,0.3,1.3,70.0,85.0,1024.8,,,,10.0
97,서산,2021-01-05 01:00,-1.2,,1.7,360.0,80.0,1025.4,,,,10.0
98,서산,2021-01-05 02:00,-2.0,,1.6,50.0,81.0,1025.7,,,,7.0
99,서산,2021-01-05 03:00,-2.5,,1.3,50.0,78.0,1026.0,,,,1.0
100,서산,2021-01-05 04:00,-3.7,,0.7,20.0,78.0,1025.8,,,,0.0
101,서산,2021-01-05 05:00,-3.2,,1.1,50.0,77.0,1026.1,,,,8.0
102,서산,2021-01-05 06:00,-2.4,,2.4,50.0,70.0,1026.1,,,,10.0
103,서산,2021-01-05 07:00,-2.4,,2.6,20.0,72.0,1027.7,,,,9.0
104,서산,2021-01-05 08:00,-2.7,,3.5,340.0,71.0,1028.5,0.0,0.0,,10.0
105,서산,2021-01-05 09:00,-3.0,0.0,2.6,360.0,60.0,1029.3,0.4,0.2,,4.0
106,서산,2021-01-05 10:00,-2.1,,3.1,340.0,49.0,1030.1,1.0,0.79,,3.0
107,서산,2021-01-05 11:00,-1.8,,3.9,340.0,44.0,1030.1,1.0,1.34,,5.0
108,서산,2021-01-05 12:00,-2.3,,3.4,360.0,48.0,1029.6,0.9,1.33,,7.0
109,서산,2021-01-05 13:00,-2.4,,4.1,340.0,49.0,1028.9,0.9,1.46,,7.0
110,서산,2021-01-05 14:00,-2.3,,3.8,320.0,52.0,1027.9,0.9,1.59,,9.0
111,서산,2021-01-05 15:00,-3.1,,4.3,320.0,53.0,1027.3,0.5,0.83,,8.0
112,서산,2021-01-05 16:00,-3.4,,4.7,320.0,48.0,1027.0,0.6,0.7,,8.0
113,서산,2021-01-05 17:00,-3.8,,5.2,340.0,43.0,1026.6,1.0,0.47,,2.0
114,서산,2021-01-05 18:00,-5.1,,1.7,320.0,51.0,1027.1,0.2,0.03,,0.0
115,서산,2021-01-05 19:00,-6.2,,0.3,0.0,58.0,1027.5,,,,0.0
116,서산,2021-01-05 20:00,-7.4,,0.4,0.0,68.0,1027.2,,,,0.0
117,서산,2021-01-05 21:00,-7.0,,0.6,360.0,66.0,1027.4,,,,0.0
118,서산,2021-01-05 22:00,-6.2,,1.9,320.0,54.0,1026.9,,,,0.0
119,서산,2021-01-05 23:00,-7.0,,1.3,340.0,53.0,1026.8,,,,0.0
120,서산,2021-01-06 00:00,-6.7,,1.7,320.0,51.0,1027.1,,,,0.0
121,서산,2021-01-06 01:00,-7.3,,0.1,0.0,63.0,1026.9,,,,6.0
122,서산,2021-01-06 02:00,-7.8,,1.1,70.0,71.0,1026.6,,,,9.0
123,서산,2021-01-06 03:00,-6.6,0.0,1.5,50.0,74.0,1026.3,,,,7.0
124,서산,2021-01-06 04:00,-7.2,,1.5,20.0,73.0,1025.4,,,,1.0
125,서산,2021-01-06 05:00,-7.7,,1.8,50.0,75.0,1024.5,,,,0.0
126,서산,2021-01-06 06:00,-8.5,,0.8,70.0,79.0,1025.1,,,,2.0
127,서산,2021-01-06 07:00,-8.9,,2.2,50.0,80.0,1024.6,,,,9.0
128,서산,2021-01-06 08:00,-9.0,,1.7,50.0,76.0,1024.7,0.0,0.0,,5.0
129,서산,2021-01-06 09:00,-7.8,,1.6,50.0,68.0,1025.2,0.7,0.29,,6.0
130,서산,2021-01-06 10:00,-5.6,,0.8,70.0,63.0,1025.2,1.0,0.87,,5.0
131,서산,2021-01-06 11:00,-4.9,,2.7,20.0,61.0,1023.9,1.0,1.38,,7.0
132,서산,2021-01-06 12:00,-4.1,,2.2,50.0,52.0,1023.5,1.0,1.74,,2.0
133,서산,2021-01-06 13:00,-3.3,,2.6,20.0,50.0,1021.2,1.0,1.87,,5.0
134,서산,2021-01-06 14:00,-2.6,,2.0,20.0,47.0,1019.8,1.0,1.83,,0.0
135,서산,2021-01-06 15:00,-1.9,,0.7,270.0,45.0,1019.5,1.0,1.49,,0.0
136,서산,2021-01-06 16:00,-2.0,,1.6,200.0,46.0,1019.2,1.0,0.99,,0.0
137,서산,2021-01-06 17:00,-3.0,,2.4,180.0,50.0,1018.1,0.9,0.41,,0.0
138,서산,2021-01-06 18:00,-4.0,,3.5,230.0,76.0,1017.7,0.0,0.02,,10.0
139,서산,2021-01-06 19:00,-4.1,,2.7,180.0,88.0,1017.2,,,,10.0
140,서산,2021-01-06 20:00,-2.7,,4.3,250.0,84.0,1016.5,,,0.5,8.0
141,서산,2021-01-06 21:00,-3.0,0.5,8.1,290.0,87.0,1016.3,,,0.5,10.0
142,서산,2021-01-06 22:00,-2.6,,9.1,270.0,64.0,1015.5,,,0.2,8.0
143,서산,2021-01-06 23:00,-3.5,,7.0,270.0,52.0,1015.7,,,,4.0
144,서산,2021-01-07 00:00,-6.7,0.5,9.5,320.0,69.0,1017.6,,,,10.0
145,서산,2021-01-07 01:00,-7.2,,7.1,320.0,63.0,1018.8,,,,10.0
146,서산,2021-01-07 02:00,-8.4,,3.5,340.0,85.0,1020.1,,,3.4,10.0
147,서산,2021-01-07 03:00,-9.8,0.8,3.1,340.0,85.0,1020.9,,,9.5,10.0
148,서산,2021-01-07 04:00,-10.6,,4.7,340.0,82.0,1021.4,,,10.9,10.0
149,서산,2021-01-07 05:00,-11.1,,4.2,340.0,77.0,1021.8,,,10.5,9.0
150,서산,2021-01-07 06:00,-11.1,0.0,4.6,340.0,69.0,1023.0,,,9.8,8.0
151,서산,2021-01-07 07:00,-11.3,,4.8,340.0,66.0,1023.5,,,9.3,9.0
152,서산,2021-01-07 08:00,-11.4,,4.7,340.0,65.0,1024.1,0.0,0.0,8.7,8.0
153,서산,2021-01-07 09:00,-11.3,0.0,4.4,340.0,63.0,1025.0,0.0,0.2,8.2,7.0
154,서산,2021-01-07 10:00,-10.6,,4.0,360.0,58.0,1025.6,0.7,0.67,7.6,7.0
155,서산,2021-01-07 11:00,-10.0,,4.5,340.0,57.0,1025.4,0.3,0.93,7.1,8.0
156,서산,2021-01-07 12:00,-9.6,0.0,4.9,340.0,56.0,1025.1,0.5,1.22,6.6,9.0
157,서산,2021-01-07 13:00,-9.4,,4.1,360.0,54.0,1024.3,0.8,1.55,6.1,9.0
158,서산,2021-01-07 14:00,-10.0,,4.6,360.0,51.0,1023.7,0.9,1.68,5.9,7.0
159,서산,2021-01-07 15:00,-10.1,,4.8,340.0,52.0,1023.8,0.7,0.99,5.8,8.0
160,서산,2021-01-07 16:00,-10.2,,4.1,340.0,59.0,1024.2,0.1,0.66,5.7,9.0
161,서산,2021-01-07 17:00,-11.0,,2.8,360.0,67.0,1024.3,0.0,0.27,5.5,9.0
162,서산,2021-01-07 18:00,-11.4,,3.0,20.0,69.0,1024.3,0.0,0.03,5.4,6.0
163,서산,2021-01-07 19:00,-11.4,,2.0,20.0,63.0,1024.1,,,5.3,4.0
164,서산,2021-01-07 20:00,-11.4,,1.8,360.0,72.0,1024.1,,,5.2,1.0
165,서산,2021-01-07 21:00,-11.4,0.0,2.4,20.0,76.0,1023.9,,,5.2,8.0
166,서산,2021-01-07 22:00,-11.4,,2.8,20.0,78.0,1023.5,,,5.2,2.0
167,서산,2021-01-07 23:00,-11.6,,2.7,20.0,76.0,1023.2,,,5.2,4.0
168,서산,2021-01-08 00:00,-12.2,0.0,2.0,20.0,82.0,1023.1,,,5.6,10.0
169,서산,2021-01-08 01:00,-12.3,,2.1,50.0,83.0,1022.8,,,5.9,9.0
170,서산,2021-01-08 02:00,-12.8,,3.4,20.0,81.0,1023.2,,,6.4,8.0
171,서산,2021-01-08 03:00,-13.0,0.0,3.8,360.0,77.0,1023.8,,,6.5,10.0
172,서산,2021-01-08 04:00,-13.3,,3.0,360.0,79.0,1023.8,,,6.5,3.0
173,서산,2021-01-08 05:00,-13.0,,3.1,360.0,66.0,1023.7,,,6.4,10.0
174,서산,2021-01-08 06:00,-13.7,0.0,3.0,20.0,68.0,1023.7,,,6.4,10.0
175,서산,2021-01-08 07:00,-14.4,,1.8,50.0,69.0,1023.6,,,6.3,0.0
176,서산,2021-01-08 08:00,-15.3,,1.0,70.0,75.0,1023.6,0.0,0.0,6.2,0.0
177,서산,2021-01-08 09:00,-13.8,0.0,1.7,20.0,66.0,1023.8,0.7,0.26,5.7,4.0
178,서산,2021-01-08 10:00,-13.8,,2.8,70.0,60.0,1023.8,1.0,0.9,5.7,6.0
179,서산,2021-01-08 11:00,-12.7,,2.7,50.0,53.0,1023.5,1.0,1.47,5.3,4.0
180,서산,2021-01-08 12:00,-12.0,,2.9,50.0,53.0,1022.6,1.0,1.83,5.2,4.0
181,서산,2021-01-08 13:00,-11.1,,2.5,50.0,54.0,1021.4,1.0,1.93,5.0,7.0
182,서산,2021-01-08 14:00,-10.5,,2.6,360.0,54.0,1021.0,1.0,1.9,4.8,6.0
183,서산,2021-01-08 15:00,-10.5,,2.2,20.0,63.0,1020.8,1.0,1.54,5.1,8.0
184,서산,2021-01-08 16:00,-10.9,,1.3,20.0,63.0,1020.9,0.8,0.76,5.1,8.0
185,서산,2021-01-08 17:00,-11.9,,0.4,0.0,72.0,1020.8,0.7,0.35,5.3,8.0
186,서산,2021-01-08 18:00,-12.1,0.0,0.1,0.0,78.0,1021.1,0.2,0.04,5.4,10.0
187,서산,2021-01-08 19:00,-12.3,,1.2,200.0,84.0,1021.4,,,5.9,10.0
188,서산,2021-01-08 20:00,-12.3,,1.2,230.0,86.0,1021.9,,,7.2,9.0
189,서산,2021-01-08 21:00,-12.5,0.0,0.5,200.0,85.0,1022.1,,,8.6,10.0
190,서산,2021-01-08 22:00,-12.4,,0.0,0.0,85.0,1022.1,,,9.8,9.0
191,서산,2021-01-08 23:00,-12.5,,0.1,0.0,85.0,1022.1,,,10.0,6.0
192,서산,2021-01-09 00:00,-12.0,0.0,1.0,50.0,83.0,1022.0,,,9.9,9.0
193,서산,2021-01-09 01:00,-12.8,,2.3,50.0,73.0,1021.9,,,9.7,8.0
194,서산,2021-01-09 02:00,-14.9,,1.3,70.0,73.0,1022.1,,,9.6,2.0
195,서산,2021-01-09 03:00,-15.9,0.0,0.9,70.0,72.0,1022.4,,,9.6,10.0
196,서산,2021-01-09 04:00,-17.5,,0.4,0.0,72.0,1021.9,,,9.5,9.0
197,서산,2021-01-09 05:00,-16.4,,0.8,70.0,68.0,1021.8,,,9.4,1.0
198,서산,2021-01-09 06:00,-18.2,,0.7,50.0,79.0,1021.8,,,9.3,3.0
199,서산,2021-01-09 07:00,-17.0,,1.1,50.0,69.0,1021.8,,,9.3,10.0
200,서산,2021-01-09 08:00,-19.3,,0.5,360.0,76.0,1021.5,0.0,0.0,9.2,10.0
201,서산,2021-01-09 09:00,-18.4,,0.2,0.0,75.0,1022.3,0.7,0.12,8.5,5.0
202,서산,2021-01-09 10:00,-14.9,,0.0,0.0,63.0,1023.1,1.0,0.35,8.3,0.0
203,서산,2021-01-09 11:00,-12.7,,0.8,250.0,56.0,1023.1,1.0,0.51,8.2,2.0
204,서산,2021-01-09 12:00,-10.4,,0.8,250.0,48.0,1022.4,1.0,0.56,7.9,7.0
205,서산,2021-01-09 13:00,-8.8,,1.1,360.0,44.0,1021.4,1.0,0.64,7.4,6.0
206,서산,2021-01-09 14:00,-7.8,,0.6,360.0,49.0,1021.3,1.0,0.56,7.5,9.0
207,서산,2021-01-09 15:00,-8.6,0.0,1.5,20.0,74.0,1021.3,0.3,0.48,7.8,9.0
208,서산,2021-01-09 16:00,-8.5,,0.8,90.0,71.0,1021.3,0.6,0.29,7.7,4.0
209,서산,2021-01-09 17:00,-8.8,,0.6,200.0,76.0,1021.5,0.2,0.14,7.8,8.0
210,서산,2021-01-09 18:00,-9.9,0.0,0.8,180.0,84.0,1021.8,0.0,0.01,7.7,5.0
211,서산,2021-01-09 19:00,-9.8,,0.7,230.0,84.0,1022.6,,,7.7,10.0
212,서산,2021-01-09 20:00,-10.1,,0.1,0.0,87.0,1023.1,,,7.6,9.0
213,서산,2021-01-09 21:00,-10.6,0.0,0.4,0.0,87.0,1023.4,,,7.5,7.0
214,서산,2021-01-09 22:00,-11.3,,0.0,0.0,89.0,1024.0,,,7.5,8.0
215,서산,2021-01-09 23:00,-10.5,,0.6,50.0,88.0,1023.9,,,7.6,9.0
216,서산,2021-01-10 00:00,-11.5,0.0,0.9,50.0,88.0,1024.0,,,7.6,0.0
217,서산,2021-01-10 01:00,-12.3,,1.0,50.0,88.0,1024.0,,,7.6,6.0
218,서산,2021-01-10 02:00,-14.5,,0.2,0.0,87.0,1024.4,,,7.5,5.0
219,서산,2021-01-10 03:00,-14.4,,0.0,0.0,86.0,1025.0,,,7.5,8.0
220,서산,2021-01-10 04:00,-15.2,,0.5,50.0,86.0,1024.6,,,7.5,7.0
221,서산,2021-01-10 05:00,-15.6,,0.1,0.0,86.0,1024.5,,,7.5,7.0
222,서산,2021-01-10 06:00,-16.9,,0.2,0.0,86.0,1024.5,,,7.5,9.0
223,서산,2021-01-10 07:00,-17.0,,0.1,0.0,83.0,1024.9,,,7.4,9.0
224,서산,2021-01-10 08:00,-17.9,,0.2,0.0,83.0,1025.1,0.0,0.0,7.4,9.0
225,서산,2021-01-10 09:00,-15.2,,0.3,0.0,85.0,1025.8,0.7,0.13,7.0,8.0
226,서산,2021-01-10 10:00,-10.7,,0.6,70.0,77.0,1026.1,1.0,0.38,6.5,2.0
227,서산,2021-01-10 11:00,-7.8,,0.8,290.0,69.0,1025.7,1.0,0.61,6.5,5.0
228,서산,2021-01-10 12:00,-5.9,,1.1,270.0,55.0,1024.9,0.8,0.65,6.8,8.0
229,서산,2021-01-10 13:00,-3.5,,1.8,110.0,39.0,1023.9,0.9,0.69,6.3,8.0
230,서산,2021-01-10 14:00,-3.5,,2.1,250.0,48.0,1023.5,0.6,0.73,6.0,8.0
231,서산,2021-01-10 15:00,-3.1,,0.9,270.0,47.0,1023.3,0.9,0.7,5.8,7.0
232,서산,2021-01-10 16:00,-3.6,,0.9,270.0,44.0,1023.1,1.0,0.46,5.9,6.0
233,서산,2021-01-10 17:00,-4.4,,0.0,0.0,48.0,1023.4,0.8,0.23,6.3,8.0
234,서산,2021-01-10 18:00,-4.3,,1.8,50.0,48.0,1023.6,0.1,0.01,6.2,8.0
235,서산,2021-01-10 19:00,-4.7,,1.1,20.0,49.0,1024.6,,,6.2,7.0
236,서산,2021-01-10 20:00,-5.8,,1.3,70.0,53.0,1025.1,,,6.2,1.0
237,서산,2021-01-10 21:00,-5.6,,1.2,20.0,60.0,1025.6,,,6.2,8.0
238,서산,2021-01-10 22:00,-5.8,,1.5,20.0,59.0,1025.7,,,6.1,0.0
239,서산,2021-01-10 23:00,-6.4,,1.1,20.0,62.0,1026.6,,,6.1,0.0
240,서산,2021-01-11 00:00,-7.5,,0.8,20.0,66.0,1026.6,,,6.1,7.0
241,서산,2021-01-11 01:00,-8.4,,1.0,20.0,71.0,1026.6,,,6.1,10.0
242,서산,2021-01-11 02:00,-11.0,,0.5,360.0,79.0,1027.1,,,6.1,8.0
243,서산,2021-01-11 03:00,-8.9,,0.9,50.0,77.0,1026.1,,,6.1,6.0
244,서산,2021-01-11 04:00,-8.7,,1.1,70.0,82.0,1026.5,,,6.1,10.0
245,서산,2021-01-11 05:00,-11.4,,0.4,0.0,86.0,1026.7,,,6.1,10.0
246,서산,2021-01-11 06:00,-10.8,,0.7,20.0,87.0,1026.6,,,6.1,10.0
247,서산,2021-01-11 07:00,-10.1,,1.1,50.0,86.0,1025.9,,,6.1,10.0
248,서산,2021-01-11 08:00,-10.2,,0.2,0.0,86.0,1025.9,0.0,0.0,6.1,10.0
249,서산,2021-01-11 09:00,-8.1,,1.3,50.0,72.0,1025.8,0.0,0.1,6.0,10.0
250,서산,2021-01-11 10:00,-7.8,,0.3,0.0,72.0,1026.8,0.0,0.28,6.1,10.0
251,서산,2021-01-11 11:00,-6.5,,1.2,270.0,69.0,1026.0,0.0,0.46,6.0,10.0
252,서산,2021-01-11 12:00,-5.1,,0.7,270.0,61.0,1024.3,0.0,0.56,6.0,10.0
253,서산,2021-01-11 13:00,-3.5,,0.9,320.0,50.0,1023.3,0.0,0.65,5.9,10.0
254,서산,2021-01-11 14:00,-3.2,,0.5,90.0,46.0,1022.1,0.0,0.85,5.9,10.0
255,서산,2021-01-11 15:00,-2.3,,0.8,340.0,45.0,1021.5,0.0,0.79,5.8,10.0
256,서산,2021-01-11 16:00,-2.6,,0.5,70.0,43.0,1021.1,0.0,0.58,5.8,10.0
257,서산,2021-01-11 17:00,-3.1,,0.9,160.0,47.0,1021.0,0.1,0.26,5.9,8.0
258,서산,2021-01-11 18:00,-4.2,,1.0,180.0,62.0,1021.0,0.0,0.02,5.9,10.0
259,서산,2021-01-11 19:00,-5.1,,0.8,70.0,66.0,1020.9,,,5.9,8.0
260,서산,2021-01-11 20:00,-6.5,,0.0,0.0,69.0,1020.9,,,5.9,9.0
261,서산,2021-01-11 21:00,-5.3,,0.4,0.0,65.0,1020.7,,,5.8,9.0
262,서산,2021-01-11 22:00,-5.2,,0.2,0.0,69.0,1020.6,,,5.8,8.0
263,서산,2021-01-11 23:00,-5.0,,0.8,360.0,60.0,1020.3,,,5.8,10.0
264,서산,2021-01-12 00:00,-5.8,,1.0,70.0,61.0,1019.6,,,5.8,4.0
265,서산,2021-01-12 01:00,-5.4,,1.2,50.0,64.0,1019.0,,,5.8,6.0
266,서산,2021-01-12 02:00,-5.6,,1.2,50.0,67.0,1018.5,,,5.8,8.0
267,서산,2021-01-12 03:00,-5.3,,0.7,20.0,67.0,1018.1,,,5.8,5.0
268,서산,2021-01-12 04:00,-5.1,,0.9,50.0,70.0,1017.5,,,5.8,2.0
269,서산,2021-01-12 05:00,-5.8,,0.8,90.0,76.0,1016.9,,,5.8,6.0
270,서산,2021-01-12 06:00,-7.9,0.0,0.0,0.0,85.0,1016.9,,,5.8,2.0
271,서산,2021-01-12 07:00,-8.5,,0.8,110.0,83.0,1016.6,,,5.7,0.0
